time,n.risk,n.event,n.censor,est,std.error,ucl,lcl,Method,Cancer,Age,Gender
5.11233,19164,4,10,0.51045,0.00422,0.51469,0.50624,Observed,ColorectalCancer,All,Both
5.11507,19150,1,9,0.51042,0.00422,0.51466,0.50622,Observed,ColorectalCancer,All,Both
5.11781,19140,5,12,0.51029,0.00422,0.51453,0.50608,Observed,ColorectalCancer,All,Both
5.12055,19123,2,10,0.51023,0.00422,0.51447,0.50603,Observed,ColorectalCancer,All,Both
5.12329,19111,1,13,0.51021,0.00422,0.51445,0.506,Observed,ColorectalCancer,All,Both
5.12603,19097,5,3,0.51007,0.00422,0.51431,0.50587,Observed,ColorectalCancer,All,Both
5.12877,19089,5,4,0.50994,0.00423,0.51418,0.50573,Observed,ColorectalCancer,All,Both
5.13151,19080,0,4,0.50994,0.00423,0.51418,0.50573,Observed,ColorectalCancer,All,Both
5.13425,19076,2,12,0.50989,0.00423,0.51413,0.50568,Observed,ColorectalCancer,All,Both
5.13699,19062,4,10,0.50978,0.00423,0.51402,0.50557,Observed,ColorectalCancer,All,Both
5.13973,19048,4,7,0.50967,0.00423,0.51391,0.50547,Observed,ColorectalCancer,All,Both
5.14247,19037,8,13,0.50946,0.00423,0.5137,0.50525,Observed,ColorectalCancer,All,Both
5.14521,19016,1,0,0.50943,0.00423,0.51367,0.50522,Observed,ColorectalCancer,All,Both
5.14795,19015,2,2,0.50938,0.00423,0.51362,0.50517,Observed,ColorectalCancer,All,Both
5.15068,19011,1,6,0.50935,0.00423,0.51359,0.50514,Observed,ColorectalCancer,All,Both
5.15342,19004,3,9,0.50927,0.00423,0.51351,0.50506,Observed,ColorectalCancer,All,Both
5.15616,18992,4,15,0.50916,0.00424,0.51341,0.50495,Observed,ColorectalCancer,All,Both
5.1589,18973,4,15,0.50906,0.00424,0.5133,0.50485,Observed,ColorectalCancer,All,Both
5.16164,18954,2,8,0.509,0.00424,0.51325,0.50479,Observed,ColorectalCancer,All,Both
5.16438,18944,4,0,0.50889,0.00424,0.51314,0.50468,Observed,ColorectalCancer,All,Both
5.16712,18940,5,1,0.50876,0.00424,0.51301,0.50455,Observed,ColorectalCancer,All,Both
5.16986,18934,2,17,0.50871,0.00424,0.51295,0.5045,Observed,ColorectalCancer,All,Both
5.1726,18915,1,7,0.50868,0.00424,0.51293,0.50447,Observed,ColorectalCancer,All,Both
5.17534,18907,4,11,0.50857,0.00424,0.51282,0.50436,Observed,ColorectalCancer,All,Both
5.17808,18892,3,11,0.50849,0.00424,0.51274,0.50428,Observed,ColorectalCancer,All,Both
5.18082,18878,3,6,0.50841,0.00424,0.51266,0.5042,Observed,ColorectalCancer,All,Both
5.18356,18869,6,0,0.50825,0.00425,0.5125,0.50404,Observed,ColorectalCancer,All,Both
5.1863,18863,5,1,0.50811,0.00425,0.51236,0.5039,Observed,ColorectalCancer,All,Both
5.18904,18857,1,11,0.50809,0.00425,0.51234,0.50387,Observed,ColorectalCancer,All,Both
5.19178,18845,4,13,0.50798,0.00425,0.51223,0.50377,Observed,ColorectalCancer,All,Both
5.19452,18828,2,9,0.50793,0.00425,0.51217,0.50371,Observed,ColorectalCancer,All,Both
5.19726,18817,4,8,0.50782,0.00425,0.51207,0.5036,Observed,ColorectalCancer,All,Both
5.2,18805,1,9,0.50779,0.00425,0.51204,0.50358,Observed,ColorectalCancer,All,Both
5.20274,18795,1,3,0.50776,0.00425,0.51201,0.50355,Observed,ColorectalCancer,All,Both
5.20548,18791,3,2,0.50768,0.00425,0.51193,0.50347,Observed,ColorectalCancer,All,Both
5.20822,18786,3,11,0.5076,0.00425,0.51185,0.50339,Observed,ColorectalCancer,All,Both
5.21096,18772,5,12,0.50747,0.00426,0.51172,0.50325,Observed,ColorectalCancer,All,Both
5.2137,18755,7,8,0.50728,0.00426,0.51153,0.50306,Observed,ColorectalCancer,All,Both
5.21644,18740,1,11,0.50725,0.00426,0.5115,0.50303,Observed,ColorectalCancer,All,Both
5.21918,18728,2,7,0.5072,0.00426,0.51145,0.50298,Observed,ColorectalCancer,All,Both
5.22192,18719,4,2,0.50709,0.00426,0.51134,0.50287,Observed,ColorectalCancer,All,Both
5.22466,18713,5,1,0.50695,0.00426,0.5112,0.50273,Observed,ColorectalCancer,All,Both
5.2274,18707,4,13,0.50684,0.00426,0.5111,0.50263,Observed,ColorectalCancer,All,Both
5.23014,18690,3,12,0.50676,0.00426,0.51102,0.50254,Observed,ColorectalCancer,All,Both
5.23288,18675,1,7,0.50673,0.00427,0.51099,0.50252,Observed,ColorectalCancer,All,Both
5.23562,18667,4,13,0.50663,0.00427,0.51088,0.50241,Observed,ColorectalCancer,All,Both
5.23836,18650,5,14,0.50649,0.00427,0.51075,0.50227,Observed,ColorectalCancer,All,Both
5.2411,18631,2,2,0.50644,0.00427,0.51069,0.50222,Observed,ColorectalCancer,All,Both
5.24384,18627,1,0,0.50641,0.00427,0.51066,0.50219,Observed,ColorectalCancer,All,Both
5.24658,18626,3,4,0.50633,0.00427,0.51058,0.50211,Observed,ColorectalCancer,All,Both
5.24932,18619,3,7,0.50625,0.00427,0.5105,0.50203,Observed,ColorectalCancer,All,Both
5.25205,18609,2,6,0.50619,0.00427,0.51045,0.50197,Observed,ColorectalCancer,All,Both
5.25479,18601,2,9,0.50614,0.00427,0.51039,0.50192,Observed,ColorectalCancer,All,Both
5.25753,18590,2,7,0.50608,0.00427,0.51034,0.50186,Observed,ColorectalCancer,All,Both
5.26027,18581,2,2,0.50603,0.00427,0.51028,0.50181,Observed,ColorectalCancer,All,Both
5.26301,18577,1,3,0.506,0.00427,0.51026,0.50178,Observed,ColorectalCancer,All,Both
5.26575,18573,4,7,0.50589,0.00428,0.51015,0.50167,Observed,ColorectalCancer,All,Both
5.26849,18562,0,8,0.50589,0.00428,0.51015,0.50167,Observed,ColorectalCancer,All,Both
5.27123,18554,7,10,0.5057,0.00428,0.50996,0.50148,Observed,ColorectalCancer,All,Both
5.27397,18537,4,11,0.50559,0.00428,0.50985,0.50137,Observed,ColorectalCancer,All,Both
5.27671,18522,2,8,0.50554,0.00428,0.5098,0.50131,Observed,ColorectalCancer,All,Both
5.27945,18512,3,1,0.50546,0.00428,0.50971,0.50123,Observed,ColorectalCancer,All,Both
5.28219,18508,4,5,0.50535,0.00428,0.50961,0.50112,Observed,ColorectalCancer,All,Both
5.28493,18499,6,15,0.50518,0.00428,0.50944,0.50096,Observed,ColorectalCancer,All,Both
5.28767,18478,1,14,0.50515,0.00428,0.50941,0.50093,Observed,ColorectalCancer,All,Both
5.29041,18463,1,13,0.50513,0.00429,0.50939,0.5009,Observed,ColorectalCancer,All,Both
5.29315,18449,2,6,0.50507,0.00429,0.50933,0.50085,Observed,ColorectalCancer,All,Both
5.29589,18441,0,16,0.50507,0.00429,0.50933,0.50085,Observed,ColorectalCancer,All,Both
5.29863,18425,4,0,0.50496,0.00429,0.50922,0.50074,Observed,ColorectalCancer,All,Both
5.30137,18421,1,3,0.50494,0.00429,0.5092,0.50071,Observed,ColorectalCancer,All,Both
5.30411,18417,3,8,0.50485,0.00429,0.50911,0.50063,Observed,ColorectalCancer,All,Both
5.30685,18406,3,12,0.50477,0.00429,0.50903,0.50055,Observed,ColorectalCancer,All,Both
5.30959,18391,3,11,0.50469,0.00429,0.50895,0.50046,Observed,ColorectalCancer,All,Both
5.31233,18377,4,7,0.50458,0.00429,0.50884,0.50035,Observed,ColorectalCancer,All,Both
5.31507,18366,4,12,0.50447,0.00429,0.50873,0.50024,Observed,ColorectalCancer,All,Both
5.31781,18350,4,1,0.50436,0.00429,0.50862,0.50013,Observed,ColorectalCancer,All,Both
5.32055,18345,6,2,0.50419,0.0043,0.50846,0.49997,Observed,ColorectalCancer,All,Both
5.32329,18337,2,6,0.50414,0.0043,0.5084,0.49991,Observed,ColorectalCancer,All,Both
5.32603,18329,5,10,0.504,0.0043,0.50827,0.49977,Observed,ColorectalCancer,All,Both
5.32877,18314,3,17,0.50392,0.0043,0.50818,0.49969,Observed,ColorectalCancer,All,Both
5.33151,18294,6,18,0.50375,0.0043,0.50802,0.49952,Observed,ColorectalCancer,All,Both
5.33425,18270,3,19,0.50367,0.0043,0.50794,0.49944,Observed,ColorectalCancer,All,Both
5.33699,18248,2,4,0.50362,0.0043,0.50788,0.49939,Observed,ColorectalCancer,All,Both
5.33973,18242,1,1,0.50359,0.0043,0.50785,0.49936,Observed,ColorectalCancer,All,Both
5.34247,18240,3,9,0.50351,0.00431,0.50777,0.49927,Observed,ColorectalCancer,All,Both
5.34521,18228,5,6,0.50337,0.00431,0.50763,0.49914,Observed,ColorectalCancer,All,Both
5.34795,18217,5,8,0.50323,0.00431,0.5075,0.499,Observed,ColorectalCancer,All,Both
5.35068,18204,2,9,0.50317,0.00431,0.50744,0.49894,Observed,ColorectalCancer,All,Both
5.35342,18193,1,1,0.50315,0.00431,0.50741,0.49891,Observed,ColorectalCancer,All,Both
5.35616,18191,2,3,0.50309,0.00431,0.50736,0.49886,Observed,ColorectalCancer,All,Both
5.3589,18186,2,4,0.50304,0.00431,0.5073,0.4988,Observed,ColorectalCancer,All,Both
5.36164,18180,4,8,0.50292,0.00431,0.50719,0.49869,Observed,ColorectalCancer,All,Both
5.36438,18168,1,8,0.5029,0.00431,0.50717,0.49866,Observed,ColorectalCancer,All,Both
5.36712,18159,2,13,0.50284,0.00431,0.50711,0.49861,Observed,ColorectalCancer,All,Both
5.36986,18144,2,3,0.50279,0.00431,0.50706,0.49855,Observed,ColorectalCancer,All,Both
5.3726,18139,5,16,0.50265,0.00432,0.50692,0.49841,Observed,ColorectalCancer,All,Both
5.37534,18118,4,2,0.50254,0.00432,0.50681,0.4983,Observed,ColorectalCancer,All,Both
5.37808,18112,2,1,0.50248,0.00432,0.50675,0.49825,Observed,ColorectalCancer,All,Both
5.38082,18109,2,2,0.50243,0.00432,0.5067,0.49819,Observed,ColorectalCancer,All,Both
5.38356,18105,1,8,0.5024,0.00432,0.50667,0.49816,Observed,ColorectalCancer,All,Both
5.3863,18096,7,15,0.5022,0.00432,0.50648,0.49797,Observed,ColorectalCancer,All,Both
5.38904,18074,3,8,0.50212,0.00432,0.50639,0.49788,Observed,ColorectalCancer,All,Both
5.39178,18063,3,11,0.50204,0.00432,0.50631,0.4978,Observed,ColorectalCancer,All,Both
5.39452,18049,2,4,0.50198,0.00432,0.50625,0.49774,Observed,ColorectalCancer,All,Both
5.39726,18043,3,4,0.5019,0.00433,0.50617,0.49766,Observed,ColorectalCancer,All,Both
5.4,18036,3,11,0.50181,0.00433,0.50609,0.49758,Observed,ColorectalCancer,All,Both
5.40274,18022,6,8,0.50165,0.00433,0.50592,0.49741,Observed,ColorectalCancer,All,Both
5.40548,18008,2,11,0.50159,0.00433,0.50587,0.49735,Observed,ColorectalCancer,All,Both
5.40822,17995,5,8,0.50145,0.00433,0.50573,0.49721,Observed,ColorectalCancer,All,Both
5.41096,17982,3,8,0.50137,0.00433,0.50564,0.49713,Observed,ColorectalCancer,All,Both
5.4137,17971,2,2,0.50131,0.00433,0.50559,0.49707,Observed,ColorectalCancer,All,Both
5.41644,17967,2,2,0.50126,0.00433,0.50553,0.49702,Observed,ColorectalCancer,All,Both
5.41918,17963,0,11,0.50126,0.00433,0.50553,0.49702,Observed,ColorectalCancer,All,Both
5.42192,17952,0,8,0.50126,0.00433,0.50553,0.49702,Observed,ColorectalCancer,All,Both
5.42466,17944,2,11,0.5012,0.00433,0.50548,0.49696,Observed,ColorectalCancer,All,Both
5.4274,17931,1,8,0.50117,0.00434,0.50545,0.49693,Observed,ColorectalCancer,All,Both
5.43014,17922,3,8,0.50109,0.00434,0.50537,0.49685,Observed,ColorectalCancer,All,Both
5.43288,17911,4,2,0.50098,0.00434,0.50525,0.49674,Observed,ColorectalCancer,All,Both
5.43562,17905,1,5,0.50095,0.00434,0.50523,0.49671,Observed,ColorectalCancer,All,Both
5.43836,17899,3,11,0.50087,0.00434,0.50514,0.49662,Observed,ColorectalCancer,All,Both
5.4411,17885,1,7,0.50084,0.00434,0.50512,0.4966,Observed,ColorectalCancer,All,Both
5.44384,17877,2,8,0.50078,0.00434,0.50506,0.49654,Observed,ColorectalCancer,All,Both
5.44658,17867,3,9,0.5007,0.00434,0.50498,0.49646,Observed,ColorectalCancer,All,Both
5.44932,17855,6,10,0.50053,0.00434,0.50481,0.49629,Observed,ColorectalCancer,All,Both
5.45205,17839,2,2,0.50047,0.00434,0.50475,0.49623,Observed,ColorectalCancer,All,Both
5.45479,17835,2,2,0.50042,0.00434,0.5047,0.49617,Observed,ColorectalCancer,All,Both
5.45753,17831,1,7,0.50039,0.00435,0.50467,0.49615,Observed,ColorectalCancer,All,Both
5.46027,17823,4,10,0.50028,0.00435,0.50456,0.49603,Observed,ColorectalCancer,All,Both
5.46301,17809,2,7,0.50022,0.00435,0.5045,0.49598,Observed,ColorectalCancer,All,Both
5.46575,17800,4,12,0.50011,0.00435,0.50439,0.49586,Observed,ColorectalCancer,All,Both
5.46849,17784,2,5,0.50005,0.00435,0.50433,0.49581,Observed,ColorectalCancer,All,Both
5.47123,17777,0,1,0.50005,0.00435,0.50433,0.49581,Observed,ColorectalCancer,All,Both
5.47397,17776,2,0,0.5,0.00435,0.50428,0.49575,Observed,ColorectalCancer,All,Both
5.47671,17774,5,8,0.49985,0.00435,0.50414,0.49561,Observed,ColorectalCancer,All,Both
5.47945,17761,4,10,0.49974,0.00435,0.50402,0.4955,Observed,ColorectalCancer,All,Both
5.48219,17747,2,10,0.49969,0.00435,0.50397,0.49544,Observed,ColorectalCancer,All,Both
5.48493,17735,2,6,0.49963,0.00436,0.50391,0.49538,Observed,ColorectalCancer,All,Both
5.48767,17727,3,8,0.49954,0.00436,0.50383,0.4953,Observed,ColorectalCancer,All,Both
5.49041,17716,4,2,0.49943,0.00436,0.50372,0.49518,Observed,ColorectalCancer,All,Both
5.49315,17710,2,3,0.49938,0.00436,0.50366,0.49513,Observed,ColorectalCancer,All,Both
5.49589,17705,1,6,0.49935,0.00436,0.50363,0.4951,Observed,ColorectalCancer,All,Both
5.49863,17698,0,14,0.49935,0.00436,0.50363,0.4951,Observed,ColorectalCancer,All,Both
5.50137,17684,4,7,0.49923,0.00436,0.50352,0.49499,Observed,ColorectalCancer,All,Both
5.50411,17673,8,13,0.49901,0.00436,0.50329,0.49476,Observed,ColorectalCancer,All,Both
5.50685,17652,1,14,0.49898,0.00436,0.50327,0.49473,Observed,ColorectalCancer,All,Both
5.50959,17637,2,3,0.49892,0.00436,0.50321,0.49467,Observed,ColorectalCancer,All,Both
5.51233,17632,3,4,0.49884,0.00437,0.50313,0.49459,Observed,ColorectalCancer,All,Both
5.51507,17625,0,10,0.49884,0.00437,0.50313,0.49459,Observed,ColorectalCancer,All,Both
5.51781,17615,1,8,0.49881,0.00437,0.5031,0.49456,Observed,ColorectalCancer,All,Both
5.52055,17606,4,8,0.4987,0.00437,0.50298,0.49445,Observed,ColorectalCancer,All,Both
5.52329,17594,2,10,0.49864,0.00437,0.50293,0.49439,Observed,ColorectalCancer,All,Both
5.52603,17582,5,9,0.4985,0.00437,0.50279,0.49425,Observed,ColorectalCancer,All,Both
5.52877,17568,3,4,0.49841,0.00437,0.5027,0.49416,Observed,ColorectalCancer,All,Both
5.53151,17561,0,1,0.49841,0.00437,0.5027,0.49416,Observed,ColorectalCancer,All,Both
5.53425,17560,3,12,0.49833,0.00437,0.50262,0.49408,Observed,ColorectalCancer,All,Both
5.53699,17545,3,10,0.49824,0.00437,0.50253,0.49399,Observed,ColorectalCancer,All,Both
5.53973,17532,1,7,0.49821,0.00437,0.5025,0.49396,Observed,ColorectalCancer,All,Both
5.54247,17524,5,13,0.49807,0.00438,0.50236,0.49382,Observed,ColorectalCancer,All,Both
5.54521,17506,4,9,0.49796,0.00438,0.50225,0.49371,Observed,ColorectalCancer,All,Both
5.54795,17493,2,3,0.4979,0.00438,0.50219,0.49365,Observed,ColorectalCancer,All,Both
5.55068,17488,2,3,0.49784,0.00438,0.50214,0.49359,Observed,ColorectalCancer,All,Both
5.55342,17483,3,3,0.49776,0.00438,0.50205,0.49351,Observed,ColorectalCancer,All,Both
5.55616,17477,3,9,0.49767,0.00438,0.50197,0.49342,Observed,ColorectalCancer,All,Both
5.5589,17465,5,5,0.49753,0.00438,0.50182,0.49328,Observed,ColorectalCancer,All,Both
5.56164,17455,1,8,0.4975,0.00438,0.5018,0.49325,Observed,ColorectalCancer,All,Both
5.56438,17446,3,14,0.49742,0.00438,0.50171,0.49316,Observed,ColorectalCancer,All,Both
5.56712,17429,3,2,0.49733,0.00439,0.50162,0.49308,Observed,ColorectalCancer,All,Both
5.56986,17424,1,2,0.4973,0.00439,0.5016,0.49305,Observed,ColorectalCancer,All,Both
5.5726,17421,4,6,0.49719,0.00439,0.50148,0.49293,Observed,ColorectalCancer,All,Both
5.57534,17411,2,7,0.49713,0.00439,0.50143,0.49288,Observed,ColorectalCancer,All,Both
5.57808,17402,6,9,0.49696,0.00439,0.50126,0.4927,Observed,ColorectalCancer,All,Both
5.58082,17387,1,8,0.49693,0.00439,0.50123,0.49267,Observed,ColorectalCancer,All,Both
5.58356,17378,3,14,0.49685,0.00439,0.50114,0.49259,Observed,ColorectalCancer,All,Both
5.5863,17361,4,2,0.49673,0.00439,0.50103,0.49247,Observed,ColorectalCancer,All,Both
5.58904,17355,1,2,0.4967,0.00439,0.501,0.49244,Observed,ColorectalCancer,All,Both
5.59178,17352,1,7,0.49667,0.00439,0.50097,0.49242,Observed,ColorectalCancer,All,Both
5.59452,17344,1,11,0.49665,0.00439,0.50094,0.49239,Observed,ColorectalCancer,All,Both
5.59726,17332,3,6,0.49656,0.0044,0.50086,0.4923,Observed,ColorectalCancer,All,Both
5.6,17323,4,9,0.49645,0.0044,0.50074,0.49219,Observed,ColorectalCancer,All,Both
5.60274,17310,2,1,0.49639,0.0044,0.50068,0.49213,Observed,ColorectalCancer,All,Both
5.60548,17307,3,2,0.4963,0.0044,0.5006,0.49204,Observed,ColorectalCancer,All,Both
5.60822,17302,2,1,0.49624,0.0044,0.50054,0.49198,Observed,ColorectalCancer,All,Both
5.61096,17299,6,9,0.49607,0.0044,0.50037,0.49181,Observed,ColorectalCancer,All,Both
5.6137,17284,1,10,0.49604,0.0044,0.50034,0.49178,Observed,ColorectalCancer,All,Both
5.61644,17273,3,9,0.49596,0.0044,0.50026,0.4917,Observed,ColorectalCancer,All,Both
5.61918,17261,3,11,0.49587,0.0044,0.50017,0.49161,Observed,ColorectalCancer,All,Both
5.62192,17247,2,8,0.49581,0.00441,0.50011,0.49155,Observed,ColorectalCancer,All,Both
5.62466,17237,4,2,0.4957,0.00441,0.5,0.49144,Observed,ColorectalCancer,All,Both
5.6274,17231,1,4,0.49567,0.00441,0.49997,0.49141,Observed,ColorectalCancer,All,Both
5.63014,17226,2,15,0.49561,0.00441,0.49991,0.49135,Observed,ColorectalCancer,All,Both
5.63288,17209,4,8,0.4955,0.00441,0.4998,0.49123,Observed,ColorectalCancer,All,Both
5.63562,17197,3,9,0.49541,0.00441,0.49971,0.49115,Observed,ColorectalCancer,All,Both
5.63836,17185,1,8,0.49538,0.00441,0.49968,0.49112,Observed,ColorectalCancer,All,Both
5.6411,17176,4,12,0.49527,0.00441,0.49957,0.491,Observed,ColorectalCancer,All,Both
5.64384,17160,3,2,0.49518,0.00441,0.49948,0.49092,Observed,ColorectalCancer,All,Both
5.64658,17155,2,1,0.49512,0.00441,0.49942,0.49086,Observed,ColorectalCancer,All,Both
5.64932,17152,3,3,0.49504,0.00442,0.49934,0.49077,Observed,ColorectalCancer,All,Both
5.65205,17146,2,11,0.49498,0.00442,0.49928,0.49071,Observed,ColorectalCancer,All,Both
5.65479,17133,1,14,0.49495,0.00442,0.49925,0.49068,Observed,ColorectalCancer,All,Both
5.65753,17118,4,14,0.49483,0.00442,0.49914,0.49057,Observed,ColorectalCancer,All,Both
5.66027,17100,1,1,0.4948,0.00442,0.49911,0.49054,Observed,ColorectalCancer,All,Both
5.66301,17098,6,0,0.49463,0.00442,0.49894,0.49036,Observed,ColorectalCancer,All,Both
5.66575,17092,3,1,0.49454,0.00442,0.49885,0.49028,Observed,ColorectalCancer,All,Both
5.66849,17088,0,8,0.49454,0.00442,0.49885,0.49028,Observed,ColorectalCancer,All,Both
5.67123,17080,2,13,0.49449,0.00442,0.49879,0.49022,Observed,ColorectalCancer,All,Both
5.67397,17065,3,15,0.4944,0.00442,0.4987,0.49013,Observed,ColorectalCancer,All,Both
5.67671,17047,4,10,0.49428,0.00443,0.49859,0.49001,Observed,ColorectalCancer,All,Both
5.67945,17033,1,9,0.49425,0.00443,0.49856,0.48999,Observed,ColorectalCancer,All,Both
5.68219,17023,3,3,0.49417,0.00443,0.49847,0.4899,Observed,ColorectalCancer,All,Both
5.68493,17017,4,1,0.49405,0.00443,0.49836,0.48978,Observed,ColorectalCancer,All,Both
5.68767,17012,1,5,0.49402,0.00443,0.49833,0.48975,Observed,ColorectalCancer,All,Both
5.69041,17006,0,11,0.49402,0.00443,0.49833,0.48975,Observed,ColorectalCancer,All,Both
5.69315,16995,1,8,0.49399,0.00443,0.4983,0.48972,Observed,ColorectalCancer,All,Both
5.69589,16986,4,11,0.49388,0.00443,0.49818,0.48961,Observed,ColorectalCancer,All,Both
5.69863,16971,3,11,0.49379,0.00443,0.4981,0.48952,Observed,ColorectalCancer,All,Both
5.70137,16957,1,2,0.49376,0.00443,0.49807,0.48949,Observed,ColorectalCancer,All,Both
5.70411,16954,3,3,0.49367,0.00443,0.49798,0.4894,Observed,ColorectalCancer,All,Both
5.70685,16948,5,7,0.49353,0.00444,0.49784,0.48925,Observed,ColorectalCancer,All,Both
5.70959,16936,1,8,0.4935,0.00444,0.49781,0.48923,Observed,ColorectalCancer,All,Both
5.71233,16927,4,11,0.49338,0.00444,0.49769,0.48911,Observed,ColorectalCancer,All,Both
5.71507,16912,2,11,0.49332,0.00444,0.49763,0.48905,Observed,ColorectalCancer,All,Both
5.71781,16899,1,15,0.49329,0.00444,0.4976,0.48902,Observed,ColorectalCancer,All,Both
5.72055,16883,2,2,0.49324,0.00444,0.49755,0.48896,Observed,ColorectalCancer,All,Both
5.72329,16879,4,3,0.49312,0.00444,0.49743,0.48884,Observed,ColorectalCancer,All,Both
5.72603,16872,5,7,0.49297,0.00444,0.49728,0.4887,Observed,ColorectalCancer,All,Both
5.72877,16860,4,7,0.49286,0.00444,0.49717,0.48858,Observed,ColorectalCancer,All,Both
5.73151,16849,3,9,0.49277,0.00445,0.49708,0.48849,Observed,ColorectalCancer,All,Both
5.73425,16837,2,8,0.49271,0.00445,0.49702,0.48843,Observed,ColorectalCancer,All,Both
5.73699,16827,4,9,0.49259,0.00445,0.49691,0.48832,Observed,ColorectalCancer,All,Both
5.73973,16814,2,1,0.49253,0.00445,0.49685,0.48826,Observed,ColorectalCancer,All,Both
5.74247,16811,3,2,0.49245,0.00445,0.49676,0.48817,Observed,ColorectalCancer,All,Both
5.74521,16806,5,7,0.4923,0.00445,0.49661,0.48802,Observed,ColorectalCancer,All,Both
5.74795,16794,1,11,0.49227,0.00445,0.49658,0.48799,Observed,ColorectalCancer,All,Both
5.75068,16782,1,8,0.49224,0.00445,0.49656,0.48796,Observed,ColorectalCancer,All,Both
5.75342,16773,1,3,0.49221,0.00445,0.49653,0.48793,Observed,ColorectalCancer,All,Both
5.75616,16769,1,10,0.49218,0.00445,0.4965,0.4879,Observed,ColorectalCancer,All,Both
5.7589,16758,3,2,0.49209,0.00446,0.49641,0.48782,Observed,ColorectalCancer,All,Both
5.76164,16753,5,7,0.49195,0.00446,0.49626,0.48767,Observed,ColorectalCancer,All,Both
5.76438,16741,0,2,0.49195,0.00446,0.49626,0.48767,Observed,ColorectalCancer,All,Both
5.76712,16739,4,12,0.49183,0.00446,0.49615,0.48755,Observed,ColorectalCancer,All,Both
5.76986,16723,2,5,0.49177,0.00446,0.49609,0.48749,Observed,ColorectalCancer,All,Both
5.7726,16716,2,10,0.49171,0.00446,0.49603,0.48743,Observed,ColorectalCancer,All,Both
5.77534,16704,3,6,0.49162,0.00446,0.49594,0.48734,Observed,ColorectalCancer,All,Both
5.77808,16695,3,1,0.49153,0.00446,0.49585,0.48725,Observed,ColorectalCancer,All,Both
5.78082,16691,2,5,0.49148,0.00446,0.49579,0.48719,Observed,ColorectalCancer,All,Both
5.78356,16684,4,7,0.49136,0.00447,0.49568,0.48708,Observed,ColorectalCancer,All,Both
5.7863,16673,5,10,0.49121,0.00447,0.49553,0.48693,Observed,ColorectalCancer,All,Both
5.78904,16658,2,6,0.49115,0.00447,0.49547,0.48687,Observed,ColorectalCancer,All,Both
5.79178,16650,3,13,0.49106,0.00447,0.49538,0.48678,Observed,ColorectalCancer,All,Both
5.79452,16634,2,8,0.491,0.00447,0.49532,0.48672,Observed,ColorectalCancer,All,Both
5.79726,16624,2,2,0.49095,0.00447,0.49527,0.48666,Observed,ColorectalCancer,All,Both
5.8,16620,1,3,0.49092,0.00447,0.49524,0.48663,Observed,ColorectalCancer,All,Both
5.80274,16616,2,6,0.49086,0.00447,0.49518,0.48657,Observed,ColorectalCancer,All,Both
5.80548,16608,2,13,0.4908,0.00447,0.49512,0.48651,Observed,ColorectalCancer,All,Both
5.80822,16593,2,7,0.49074,0.00447,0.49506,0.48645,Observed,ColorectalCancer,All,Both
5.81096,16584,2,13,0.49068,0.00447,0.495,0.48639,Observed,ColorectalCancer,All,Both
5.8137,16569,7,8,0.49047,0.00448,0.49479,0.48619,Observed,ColorectalCancer,All,Both
5.81644,16554,3,2,0.49038,0.00448,0.49471,0.4861,Observed,ColorectalCancer,All,Both
5.81918,16549,4,2,0.49026,0.00448,0.49459,0.48598,Observed,ColorectalCancer,All,Both
5.82192,16543,3,11,0.49018,0.00448,0.4945,0.48589,Observed,ColorectalCancer,All,Both
5.82466,16529,4,9,0.49006,0.00448,0.49438,0.48577,Observed,ColorectalCancer,All,Both
5.8274,16516,4,5,0.48994,0.00448,0.49426,0.48565,Observed,ColorectalCancer,All,Both
5.83014,16507,1,14,0.48991,0.00449,0.49423,0.48562,Observed,ColorectalCancer,All,Both
5.83288,16492,2,9,0.48985,0.00449,0.49417,0.48556,Observed,ColorectalCancer,All,Both
5.83562,16481,1,2,0.48982,0.00449,0.49415,0.48553,Observed,ColorectalCancer,All,Both
5.83836,16478,3,0,0.48973,0.00449,0.49406,0.48544,Observed,ColorectalCancer,All,Both
5.8411,16475,3,16,0.48964,0.00449,0.49397,0.48535,Observed,ColorectalCancer,All,Both
5.84384,16456,1,8,0.48961,0.00449,0.49394,0.48532,Observed,ColorectalCancer,All,Both
5.84658,16447,1,8,0.48958,0.00449,0.49391,0.48529,Observed,ColorectalCancer,All,Both
5.84932,16438,2,12,0.48952,0.00449,0.49385,0.48523,Observed,ColorectalCancer,All,Both
5.85205,16424,4,13,0.4894,0.00449,0.49373,0.48511,Observed,ColorectalCancer,All,Both
5.85479,16407,1,1,0.48937,0.00449,0.4937,0.48508,Observed,ColorectalCancer,All,Both
5.85753,16405,3,5,0.48928,0.00449,0.49361,0.48499,Observed,ColorectalCancer,All,Both
5.86027,16397,1,10,0.48925,0.00449,0.49358,0.48496,Observed,ColorectalCancer,All,Both
5.86301,16386,0,7,0.48925,0.00449,0.49358,0.48496,Observed,ColorectalCancer,All,Both
5.86575,16379,4,10,0.48913,0.0045,0.49346,0.48484,Observed,ColorectalCancer,All,Both
5.86849,16365,3,4,0.48904,0.0045,0.49337,0.48475,Observed,ColorectalCancer,All,Both
5.87123,16358,2,7,0.48898,0.0045,0.49331,0.48469,Observed,ColorectalCancer,All,Both
5.87397,16349,2,1,0.48892,0.0045,0.49325,0.48463,Observed,ColorectalCancer,All,Both
