"time","est","lcl","ucl","Method","Cancer","Age","Gender"
1.921,0.10542,0.09898,0.11227,"Observed","HeadNeckCancer","All","Both"
1.921,0.31887,0.28631,0.35514,"Observed","LiverCancer","All","Both"
1.921,0.37809,0.36332,0.39347,"Observed","LungCancer","All","Both"
1.921,0.52827,0.49116,0.56817,"Observed","PancreaticCancer","All","Both"
1.921,0.06638,0.0638,0.06907,"Observed","ProstateCancer","All","Both"
1.923,0.04172,0.03992,0.0436,"Observed","BreastCancer","All","Both"
1.923,0.13382,0.1288,0.13905,"Observed","ColorectalCancer","All","Both"
1.923,0.10532,0.0989,0.11215,"Observed","HeadNeckCancer","All","Both"
1.923,0.31848,0.28604,0.3546,"Observed","LiverCancer","All","Both"
1.923,0.37753,0.36285,0.3928,"Observed","LungCancer","All","Both"
1.923,0.52747,0.49049,0.56724,"Observed","PancreaticCancer","All","Both"
1.923,0.06637,0.0638,0.06903,"Observed","ProstateCancer","All","Both"
1.923,0.32832,0.30859,0.34931,"Observed","StomachCancer","All","Both"
1.926,0.04171,0.03992,0.04358,"Observed","BreastCancer","All","Both"
1.926,0.13372,0.12872,0.1389,"Observed","ColorectalCancer","All","Both"
1.926,0.10522,0.09883,0.11204,"Observed","HeadNeckCancer","All","Both"
1.926,0.37697,0.36239,0.39213,"Observed","LungCancer","All","Both"
1.926,0.52668,0.48982,0.56631,"Observed","PancreaticCancer","All","Both"
1.926,0.06635,0.0638,0.069,"Observed","ProstateCancer","All","Both"
1.926,0.32785,0.30816,0.34879,"Observed","StomachCancer","All","Both"
1.929,0.0417,0.03992,0.04356,"Observed","BreastCancer","All","Both"
1.929,0.13361,0.12865,0.13876,"Observed","ColorectalCancer","All","Both"
1.929,0.10513,0.09875,0.11192,"Observed","HeadNeckCancer","All","Both"
1.929,0.31771,0.28551,0.35355,"Observed","LiverCancer","All","Both"
1.929,0.37641,0.36193,0.39146,"Observed","LungCancer","All","Both"
1.929,0.52589,0.48915,0.56538,"Observed","PancreaticCancer","All","Both"
1.929,0.06633,0.06379,0.06897,"Observed","ProstateCancer","All","Both"
1.929,0.32737,0.30773,0.34827,"Observed","StomachCancer","All","Both"
1.932,0.04169,0.03992,0.04354,"Observed","BreastCancer","All","Both"
1.932,0.1335,0.12857,0.13862,"Observed","ColorectalCancer","All","Both"
1.932,0.10503,0.09867,0.1118,"Observed","HeadNeckCancer","All","Both"
1.932,0.31733,0.28524,0.35302,"Observed","LiverCancer","All","Both"
1.932,0.37584,0.36146,0.3908,"Observed","LungCancer","All","Both"
1.932,0.5251,0.48848,0.56445,"Observed","PancreaticCancer","All","Both"
1.932,0.06631,0.06378,0.06893,"Observed","ProstateCancer","All","Both"
1.932,0.3269,0.3073,0.34775,"Observed","StomachCancer","All","Both"
1.934,0.04168,0.03992,0.04352,"Observed","BreastCancer","All","Both"
1.934,0.1334,0.1285,0.13848,"Observed","ColorectalCancer","All","Both"
1.934,0.10494,0.09859,0.11169,"Observed","HeadNeckCancer","All","Both"
1.934,0.31695,0.28497,0.3525,"Observed","LiverCancer","All","Both"
1.934,0.37528,0.361,0.39013,"Observed","LungCancer","All","Both"
1.934,0.52431,0.48781,0.56354,"Observed","PancreaticCancer","All","Both"
1.934,0.06629,0.06378,0.0689,"Observed","ProstateCancer","All","Both"
1.934,0.32643,0.30688,0.34723,"Observed","StomachCancer","All","Both"
1.937,0.04167,0.03992,0.0435,"Observed","BreastCancer","All","Both"
1.937,0.13329,0.12842,0.13834,"Observed","ColorectalCancer","All","Both"
1.937,0.10484,0.09852,0.11157,"Observed","HeadNeckCancer","All","Both"
1.937,0.37472,0.36053,0.38947,"Observed","LungCancer","All","Both"
1.937,0.52352,0.48713,0.56262,"Observed","PancreaticCancer","All","Both"
1.937,0.06627,0.06377,0.06887,"Observed","ProstateCancer","All","Both"
1.937,0.32596,0.30645,0.34671,"Observed","StomachCancer","All","Both"
1.94,0.04166,0.03992,0.04348,"Observed","BreastCancer","All","Both"
1.94,0.13318,0.12834,0.13821,"Observed","ColorectalCancer","All","Both"
1.94,0.10475,0.09844,0.11146,"Observed","HeadNeckCancer","All","Both"
1.94,0.37416,0.36007,0.38881,"Observed","LungCancer","All","Both"
1.94,0.52273,0.48646,0.56171,"Observed","PancreaticCancer","All","Both"
1.94,0.06625,0.06377,0.06883,"Observed","ProstateCancer","All","Both"
1.94,0.32549,0.30602,0.34619,"Observed","StomachCancer","All","Both"
1.942,0.04165,0.03991,0.04346,"Observed","BreastCancer","All","Both"
1.942,0.13308,0.12827,0.13807,"Observed","ColorectalCancer","All","Both"
1.942,0.10465,0.09836,0.11135,"Observed","HeadNeckCancer","All","Both"
1.942,0.3158,0.28416,0.35096,"Observed","LiverCancer","All","Both"
1.942,0.37361,0.3596,0.38816,"Observed","LungCancer","All","Both"
1.942,0.52194,0.48578,0.5608,"Observed","PancreaticCancer","All","Both"
1.942,0.06623,0.06376,0.0688,"Observed","ProstateCancer","All","Both"
1.942,0.32502,0.30559,0.34568,"Observed","StomachCancer","All","Both"
1.945,0.04164,0.03991,0.04344,"Observed","BreastCancer","All","Both"
1.945,0.13297,0.12819,0.13793,"Observed","ColorectalCancer","All","Both"
1.945,0.10456,0.09828,0.11123,"Observed","HeadNeckCancer","All","Both"
1.945,0.31541,0.28388,0.35045,"Observed","LiverCancer","All","Both"
1.945,0.37305,0.35913,0.3875,"Observed","LungCancer","All","Both"
1.945,0.52116,0.4851,0.55989,"Observed","PancreaticCancer","All","Both"
1.945,0.06621,0.06376,0.06877,"Observed","ProstateCancer","All","Both"
1.945,0.32455,0.30517,0.34516,"Observed","StomachCancer","All","Both"
1.948,0.04163,0.03991,0.04342,"Observed","BreastCancer","All","Both"
1.948,0.13286,0.12811,0.13779,"Observed","ColorectalCancer","All","Both"
1.948,0.10446,0.0982,0.11112,"Observed","HeadNeckCancer","All","Both"
1.948,0.31503,0.28361,0.34994,"Observed","LiverCancer","All","Both"
1.948,0.37249,0.35867,0.38685,"Observed","LungCancer","All","Both"
1.948,0.52037,0.48442,0.55899,"Observed","PancreaticCancer","All","Both"
1.948,0.06619,0.06375,0.06873,"Observed","ProstateCancer","All","Both"
1.948,0.32408,0.30474,0.34465,"Observed","StomachCancer","All","Both"
1.951,0.04162,0.03991,0.0434,"Observed","BreastCancer","All","Both"
1.951,0.13276,0.12804,0.13765,"Observed","ColorectalCancer","All","Both"
1.951,0.10437,0.09813,0.11101,"Observed","HeadNeckCancer","All","Both"
1.951,0.31465,0.28333,0.34943,"Observed","LiverCancer","All","Both"
1.951,0.37194,0.3582,0.3862,"Observed","LungCancer","All","Both"
1.951,0.51959,0.48374,0.5581,"Observed","PancreaticCancer","All","Both"
1.951,0.06618,0.06374,0.0687,"Observed","ProstateCancer","All","Both"
1.951,0.32361,0.30431,0.34414,"Observed","StomachCancer","All","Both"
1.953,0.04161,0.03991,0.04338,"Observed","BreastCancer","All","Both"
1.953,0.13265,0.12796,0.13752,"Observed","ColorectalCancer","All","Both"
1.953,0.10427,0.09805,0.11089,"Observed","HeadNeckCancer","All","Both"
1.953,0.31427,0.28305,0.34893,"Observed","LiverCancer","All","Both"
1.953,0.37138,0.35773,0.38556,"Observed","LungCancer","All","Both"
1.953,0.51881,0.48306,0.5572,"Observed","PancreaticCancer","All","Both"
1.953,0.06616,0.06374,0.06867,"Observed","ProstateCancer","All","Both"
1.953,0.32314,0.30388,0.34363,"Observed","StomachCancer","All","Both"
1.956,0.0416,0.0399,0.04336,"Observed","BreastCancer","All","Both"
1.956,0.13255,0.12788,0.13738,"Observed","ColorectalCancer","All","Both"
1.956,0.10418,0.09797,0.11078,"Observed","HeadNeckCancer","All","Both"
1.956,0.31389,0.28277,0.34843,"Observed","LiverCancer","All","Both"
1.956,0.37083,0.35726,0.38491,"Observed","LungCancer","All","Both"
1.956,0.51803,0.48238,0.55631,"Observed","PancreaticCancer","All","Both"
1.956,0.06614,0.06373,0.06864,"Observed","ProstateCancer","All","Both"
1.956,0.32268,0.30345,0.34312,"Observed","StomachCancer","All","Both"
1.959,0.04159,0.0399,0.04334,"Observed","BreastCancer","All","Both"
1.959,0.13244,0.1278,0.13725,"Observed","ColorectalCancer","All","Both"
1.959,0.10408,0.09789,0.11067,"Observed","HeadNeckCancer","All","Both"
1.959,0.31351,0.28249,0.34794,"Observed","LiverCancer","All","Both"
1.959,0.37028,0.35679,0.38427,"Observed","LungCancer","All","Both"
1.959,0.51725,0.4817,0.55543,"Observed","PancreaticCancer","All","Both"
1.959,0.06612,0.06372,0.06861,"Observed","ProstateCancer","All","Both"
1.959,0.32221,0.30303,0.34261,"Observed","StomachCancer","All","Both"
1.962,0.04158,0.0399,0.04333,"Observed","BreastCancer","All","Both"
1.962,0.13234,0.12772,0.13711,"Observed","ColorectalCancer","All","Both"
1.962,0.10399,0.09781,0.11056,"Observed","HeadNeckCancer","All","Both"
1.962,0.31313,0.28221,0.34745,"Observed","LiverCancer","All","Both"
1.962,0.36972,0.35632,0.38363,"Observed","LungCancer","All","Both"
1.962,0.51647,0.48101,0.55454,"Observed","PancreaticCancer","All","Both"
1.962,0.0661,0.06372,0.06857,"Observed","ProstateCancer","All","Both"
1.962,0.32175,0.3026,0.34211,"Observed","StomachCancer","All","Both"
1.964,0.04157,0.0399,0.04331,"Observed","BreastCancer","All","Both"
1.964,0.13223,0.12764,0.13698,"Observed","ColorectalCancer","All","Both"
1.964,0.10389,0.09773,0.11045,"Observed","HeadNeckCancer","All","Both"
1.964,0.31275,0.28192,0.34696,"Observed","LiverCancer","All","Both"
1.964,0.36917,0.35585,0.38299,"Observed","LungCancer","All","Both"
1.964,0.06608,0.06371,0.06854,"Observed","ProstateCancer","All","Both"
1.967,0.04156,0.03989,0.04329,"Observed","BreastCancer","All","Both"
1.967,0.13212,0.12757,0.13685,"Observed","ColorectalCancer","All","Both"
1.967,0.1038,0.09765,0.11034,"Observed","HeadNeckCancer","All","Both"
1.967,0.31237,0.28163,0.34647,"Observed","LiverCancer","All","Both"
1.967,0.36862,0.35537,0.38236,"Observed","LungCancer","All","Both"
1.967,0.51492,0.47964,0.55279,"Observed","PancreaticCancer","All","Both"
1.967,0.06606,0.0637,0.06851,"Observed","ProstateCancer","All","Both"
1.967,0.32082,0.30174,0.3411,"Observed","StomachCancer","All","Both"
1.97,0.04155,0.03989,0.04327,"Observed","BreastCancer","All","Both"
1.97,0.13202,0.12749,0.13671,"Observed","ColorectalCancer","All","Both"
1.97,0.10371,0.09757,0.11023,"Observed","HeadNeckCancer","All","Both"
1.97,0.312,0.28135,0.34599,"Observed","LiverCancer","All","Both"
1.97,0.36807,0.3549,0.38173,"Observed","LungCancer","All","Both"
1.97,0.51415,0.47896,0.55192,"Observed","PancreaticCancer","All","Both"
1.97,0.06604,0.06369,0.06848,"Observed","ProstateCancer","All","Both"
1.97,0.32035,0.30132,0.3406,"Observed","StomachCancer","All","Both"
1.973,0.04154,0.03989,0.04325,"Observed","BreastCancer","All","Both"
1.973,0.13191,0.12741,0.13658,"Observed","ColorectalCancer","All","Both"
1.973,0.10361,0.09749,0.11012,"Observed","HeadNeckCancer","All","Both"
1.973,0.31162,0.28106,0.3455,"Observed","LiverCancer","All","Both"
1.973,0.36752,0.35443,0.3811,"Observed","LungCancer","All","Both"
1.973,0.51337,0.47827,0.55105,"Observed","PancreaticCancer","All","Both"
1.973,0.06602,0.06368,0.06845,"Observed","ProstateCancer","All","Both"
1.973,0.31989,0.30089,0.3401,"Observed","StomachCancer","All","Both"
1.975,0.04152,0.03988,0.04323,"Observed","BreastCancer","All","Both"
1.975,0.13181,0.12732,0.13645,"Observed","ColorectalCancer","All","Both"
1.975,0.10352,0.09741,0.11001,"Observed","HeadNeckCancer","All","Both"
1.975,0.31124,0.28077,0.34503,"Observed","LiverCancer","All","Both"
1.975,0.36697,0.35395,0.38047,"Observed","LungCancer","All","Both"
1.975,0.5126,0.47758,0.55019,"Observed","PancreaticCancer","All","Both"
1.975,0.06601,0.06368,0.06842,"Observed","ProstateCancer","All","Both"
1.975,0.31943,0.30046,0.3396,"Observed","StomachCancer","All","Both"
1.978,0.04151,0.03988,0.04321,"Observed","BreastCancer","All","Both"
1.978,0.1317,0.12724,0.13632,"Observed","ColorectalCancer","All","Both"
1.978,0.10342,0.09733,0.1099,"Observed","HeadNeckCancer","All","Both"
1.978,0.31087,0.28047,0.34455,"Observed","LiverCancer","All","Both"
1.978,0.36643,0.35348,0.37985,"Observed","LungCancer","All","Both"
1.978,0.51183,0.47689,0.54933,"Observed","PancreaticCancer","All","Both"
1.978,0.06599,0.06367,0.06839,"Observed","ProstateCancer","All","Both"
1.978,0.31897,0.30003,0.3391,"Observed","StomachCancer","All","Both"
1.981,0.0415,0.03988,0.0432,"Observed","BreastCancer","All","Both"
1.981,0.1316,0.12716,0.13619,"Observed","ColorectalCancer","All","Both"
1.981,0.10333,0.09725,0.10979,"Observed","HeadNeckCancer","All","Both"
1.981,0.31049,0.28018,0.34408,"Observed","LiverCancer","All","Both"
1.981,0.36588,0.353,0.37923,"Observed","LungCancer","All","Both"
1.981,0.51106,0.4762,0.54847,"Observed","PancreaticCancer","All","Both"
1.981,0.06597,0.06366,0.06836,"Observed","ProstateCancer","All","Both"
1.981,0.31851,0.29961,0.33861,"Observed","StomachCancer","All","Both"
1.984,0.04149,0.03987,0.04318,"Observed","BreastCancer","All","Both"
1.984,0.13149,0.12708,0.13606,"Observed","ColorectalCancer","All","Both"
1.984,0.10324,0.09717,0.10968,"Observed","HeadNeckCancer","All","Both"
1.984,0.31011,0.27988,0.34361,"Observed","LiverCancer","All","Both"
1.984,0.36533,0.35252,0.37861,"Observed","LungCancer","All","Both"
1.984,0.51029,0.4755,0.54762,"Observed","PancreaticCancer","All","Both"
1.984,0.06595,0.06365,0.06833,"Observed","ProstateCancer","All","Both"
1.986,0.04148,0.03987,0.04316,"Observed","BreastCancer","All","Both"
1.986,0.13139,0.127,0.13593,"Observed","ColorectalCancer","All","Both"
1.986,0.10314,0.09709,0.10958,"Observed","HeadNeckCancer","All","Both"
1.986,0.30974,0.27959,0.34314,"Observed","LiverCancer","All","Both"
1.986,0.36479,0.35204,0.378,"Observed","LungCancer","All","Both"
1.986,0.50952,0.47481,0.54677,"Observed","PancreaticCancer","All","Both"
1.986,0.06593,0.06364,0.0683,"Observed","ProstateCancer","All","Both"
1.986,0.31759,0.29875,0.33762,"Observed","StomachCancer","All","Both"
1.989,0.04147,0.03987,0.04314,"Observed","BreastCancer","All","Both"
1.989,0.13128,0.12692,0.1358,"Observed","ColorectalCancer","All","Both"
1.989,0.10305,0.09701,0.10947,"Observed","HeadNeckCancer","All","Both"
1.989,0.30936,0.27929,0.34268,"Observed","LiverCancer","All","Both"
1.989,0.36424,0.35156,0.37738,"Observed","LungCancer","All","Both"
1.989,0.50876,0.47412,0.54593,"Observed","PancreaticCancer","All","Both"
1.989,0.06591,0.06363,0.06827,"Observed","ProstateCancer","All","Both"
1.989,0.31713,0.29832,0.33713,"Observed","StomachCancer","All","Both"
1.992,0.04146,0.03986,0.04313,"Observed","BreastCancer","All","Both"
1.992,0.13118,0.12683,0.13567,"Observed","ColorectalCancer","All","Both"
1.992,0.10296,0.09692,0.10936,"Observed","HeadNeckCancer","All","Both"
1.992,0.30899,0.27899,0.34222,"Observed","LiverCancer","All","Both"
1.992,0.3637,0.35108,0.37677,"Observed","LungCancer","All","Both"
1.992,0.50799,0.47342,0.54508,"Observed","PancreaticCancer","All","Both"
1.992,0.06589,0.06362,0.06824,"Observed","ProstateCancer","All","Both"
1.992,0.31667,0.2979,0.33664,"Observed","StomachCancer","All","Both"
1.995,0.04145,0.03986,0.04311,"Observed","BreastCancer","All","Both"
1.995,0.13107,0.12675,0.13554,"Observed","ColorectalCancer","All","Both"
1.995,0.10286,0.09684,0.10925,"Observed","HeadNeckCancer","All","Both"
1.995,0.30862,0.27869,0.34176,"Observed","LiverCancer","All","Both"
1.995,0.36316,0.3506,0.37616,"Observed","LungCancer","All","Both"
1.995,0.50723,0.47272,0.54425,"Observed","PancreaticCancer","All","Both"
1.995,0.06587,0.06361,0.06821,"Observed","ProstateCancer","All","Both"
1.995,0.31622,0.29747,0.33615,"Observed","StomachCancer","All","Both"
1.997,0.04144,0.03986,0.04309,"Observed","BreastCancer","All","Both"
1.997,0.13097,0.12667,0.13542,"Observed","ColorectalCancer","All","Both"
1.997,0.10277,0.09676,0.10915,"Observed","HeadNeckCancer","All","Both"
1.997,0.30824,0.27838,0.34131,"Observed","LiverCancer","All","Both"
1.997,0.36262,0.35012,0.37556,"Observed","LungCancer","All","Both"
1.997,0.50646,0.47203,0.54341,"Observed","PancreaticCancer","All","Both"
1.997,0.06585,0.06361,0.06818,"Observed","ProstateCancer","All","Both"
1.997,0.31576,0.29704,0.33566,"Observed","StomachCancer","All","Both"
2,0.04143,0.03985,0.04307,"Observed","BreastCancer","All","Both"
2,0.13086,0.12658,0.13529,"Observed","ColorectalCancer","All","Both"
2,0.10267,0.09668,0.10904,"Observed","HeadNeckCancer","All","Both"
2,0.30787,0.27808,0.34085,"Observed","LiverCancer","All","Both"
2,0.36208,0.34964,0.37496,"Observed","LungCancer","All","Both"
2,0.5057,0.47133,0.54258,"Observed","PancreaticCancer","All","Both"
2,0.06584,0.0636,0.06815,"Observed","ProstateCancer","All","Both"
2,0.3153,0.29661,0.33517,"Observed","StomachCancer","All","Both"
2.003,0.04142,0.03985,0.04306,"Observed","BreastCancer","All","Both"
2.003,0.13076,0.1265,0.13516,"Observed","ColorectalCancer","All","Both"
2.003,0.10258,0.0966,0.10894,"Observed","HeadNeckCancer","All","Both"
2.003,0.3075,0.27777,0.3404,"Observed","LiverCancer","All","Both"
2.003,0.36154,0.34916,0.37436,"Observed","LungCancer","All","Both"
2.003,0.50494,0.47063,0.54175,"Observed","PancreaticCancer","All","Both"
2.003,0.06582,0.06359,0.06813,"Observed","ProstateCancer","All","Both"
2.003,0.31485,0.29619,0.33469,"Observed","StomachCancer","All","Both"
2.005,0.04141,0.03984,0.04304,"Observed","BreastCancer","All","Both"
2.005,0.13066,0.12641,0.13504,"Observed","ColorectalCancer","All","Both"
2.005,0.10249,0.09651,0.10883,"Observed","HeadNeckCancer","All","Both"
2.005,0.30713,0.27746,0.33996,"Observed","LiverCancer","All","Both"
2.005,0.361,0.34867,0.37376,"Observed","LungCancer","All","Both"
2.005,0.50418,0.46993,0.54093,"Observed","PancreaticCancer","All","Both"
2.005,0.0658,0.06357,0.0681,"Observed","ProstateCancer","All","Both"
2.005,0.31439,0.29576,0.3342,"Observed","StomachCancer","All","Both"
2.008,0.0414,0.03984,0.04302,"Observed","BreastCancer","All","Both"
2.008,0.13055,0.12633,0.13492,"Observed","ColorectalCancer","All","Both"
2.008,0.1024,0.09643,0.10873,"Observed","HeadNeckCancer","All","Both"
2.008,0.30675,0.27716,0.33951,"Observed","LiverCancer","All","Both"
2.008,0.36046,0.34819,0.37316,"Observed","LungCancer","All","Both"
2.008,0.50342,0.46923,0.54011,"Observed","PancreaticCancer","All","Both"
2.008,0.06578,0.06356,0.06807,"Observed","ProstateCancer","All","Both"
2.011,0.04139,0.03983,0.04301,"Observed","BreastCancer","All","Both"
2.011,0.13045,0.12624,0.13479,"Observed","ColorectalCancer","All","Both"
2.011,0.1023,0.09635,0.10862,"Observed","HeadNeckCancer","All","Both"
2.011,0.35992,0.3477,0.37257,"Observed","LungCancer","All","Both"
2.011,0.50267,0.46852,0.53929,"Observed","PancreaticCancer","All","Both"
2.011,0.06576,0.06355,0.06804,"Observed","ProstateCancer","All","Both"
2.011,0.31349,0.2949,0.33324,"Observed","StomachCancer","All","Both"
2.014,0.04138,0.03983,0.04299,"Observed","BreastCancer","All","Both"
2.014,0.13034,0.12615,0.13467,"Observed","ColorectalCancer","All","Both"
2.014,0.10221,0.09627,0.10852,"Observed","HeadNeckCancer","All","Both"
2.014,0.30601,0.27653,0.33864,"Observed","LiverCancer","All","Both"
2.014,0.35938,0.34721,0.37198,"Observed","LungCancer","All","Both"
2.014,0.50191,0.46782,0.53848,"Observed","PancreaticCancer","All","Both"
2.014,0.06574,0.06354,0.06802,"Observed","ProstateCancer","All","Both"
2.014,0.31303,0.29448,0.33276,"Observed","StomachCancer","All","Both"
2.016,0.04137,0.03982,0.04298,"Observed","BreastCancer","All","Both"
2.016,0.13024,0.12607,0.13455,"Observed","ColorectalCancer","All","Both"
2.016,0.10212,0.09618,0.10842,"Observed","HeadNeckCancer","All","Both"
2.016,0.30564,0.27622,0.3382,"Observed","LiverCancer","All","Both"
2.016,0.35885,0.34672,0.3714,"Observed","LungCancer","All","Both"
2.016,0.50115,0.46712,0.53767,"Observed","PancreaticCancer","All","Both"
2.016,0.06572,0.06353,0.06799,"Observed","ProstateCancer","All","Both"
2.016,0.31258,0.29405,0.33228,"Observed","StomachCancer","All","Both"
2.019,0.04136,0.03982,0.04296,"Observed","BreastCancer","All","Both"
2.019,0.13013,0.12598,0.13442,"Observed","ColorectalCancer","All","Both"
2.019,0.10202,0.0961,0.10831,"Observed","HeadNeckCancer","All","Both"
2.019,0.35831,0.34623,0.37081,"Observed","LungCancer","All","Both"
2.019,0.5004,0.46641,0.53687,"Observed","PancreaticCancer","All","Both"
2.019,0.0657,0.06352,0.06796,"Observed","ProstateCancer","All","Both"
2.019,0.31213,0.29362,0.33181,"Observed","StomachCancer","All","Both"
2.022,0.04135,0.03981,0.04294,"Observed","BreastCancer","All","Both"
2.022,0.13003,0.12589,0.1343,"Observed","ColorectalCancer","All","Both"
2.022,0.10193,0.09602,0.10821,"Observed","HeadNeckCancer","All","Both"
2.022,0.35778,0.34574,0.37023,"Observed","LungCancer","All","Both"
2.022,0.49965,0.46571,0.53607,"Observed","PancreaticCancer","All","Both"
2.022,0.06568,0.06351,0.06794,"Observed","ProstateCancer","All","Both"
2.022,0.31168,0.29319,0.33133,"Observed","StomachCancer","All","Both"
2.025,0.04134,0.03981,0.04293,"Observed","BreastCancer","All","Both"
2.025,0.12993,0.12581,0.13418,"Observed","ColorectalCancer","All","Both"
2.025,0.10184,0.09593,0.10811,"Observed","HeadNeckCancer","All","Both"
2.025,0.30453,0.27527,0.33691,"Observed","LiverCancer","All","Both"
2.025,0.35724,0.34525,0.36965,"Observed","LungCancer","All","Both"
2.025,0.4989,0.465,0.53527,"Observed","PancreaticCancer","All","Both"
2.025,0.06567,0.0635,0.06791,"Observed","ProstateCancer","All","Both"
2.025,0.31123,0.29277,0.33086,"Observed","StomachCancer","All","Both"
2.027,0.04133,0.0398,0.04291,"Observed","BreastCancer","All","Both"
2.027,0.12982,0.12572,0.13406,"Observed","ColorectalCancer","All","Both"
2.027,0.10175,0.09585,0.10801,"Observed","HeadNeckCancer","All","Both"
2.027,0.30417,0.27495,0.33649,"Observed","LiverCancer","All","Both"
2.027,0.35671,0.34476,0.36908,"Observed","LungCancer","All","Both"
2.027,0.49815,0.46429,0.53447,"Observed","PancreaticCancer","All","Both"
2.027,0.06565,0.06348,0.06788,"Observed","ProstateCancer","All","Both"
2.027,0.31078,0.29234,0.33039,"Observed","StomachCancer","All","Both"
2.03,0.04132,0.03979,0.0429,"Observed","BreastCancer","All","Both"
2.03,0.12972,0.12563,0.13394,"Observed","ColorectalCancer","All","Both"
2.03,0.10165,0.09577,0.10791,"Observed","HeadNeckCancer","All","Both"
2.03,0.3038,0.27463,0.33607,"Observed","LiverCancer","All","Both"
2.03,0.35618,0.34427,0.3685,"Observed","LungCancer","All","Both"
2.03,0.4974,0.46358,0.53368,"Observed","PancreaticCancer","All","Both"
2.03,0.06563,0.06347,0.06786,"Observed","ProstateCancer","All","Both"
2.03,0.31033,0.29191,0.32991,"Observed","StomachCancer","All","Both"
2.033,0.04131,0.03979,0.04288,"Observed","BreastCancer","All","Both"
2.033,0.12962,0.12554,0.13383,"Observed","ColorectalCancer","All","Both"
2.033,0.10156,0.09568,0.1078,"Observed","HeadNeckCancer","All","Both"
2.033,0.30343,0.2743,0.33565,"Observed","LiverCancer","All","Both"
2.033,0.35565,0.34377,0.36793,"Observed","LungCancer","All","Both"
2.033,0.06561,0.06346,0.06783,"Observed","ProstateCancer","All","Both"
2.033,0.30988,0.29149,0.32944,"Observed","StomachCancer","All","Both"
2.036,0.0413,0.03978,0.04287,"Observed","BreastCancer","All","Both"
2.036,0.12951,0.12545,0.13371,"Observed","ColorectalCancer","All","Both"
2.036,0.10147,0.0956,0.1077,"Observed","HeadNeckCancer","All","Both"
2.036,0.30306,0.27398,0.33524,"Observed","LiverCancer","All","Both"
2.036,0.35512,0.34328,0.36737,"Observed","LungCancer","All","Both"
2.036,0.4959,0.46216,0.53211,"Observed","PancreaticCancer","All","Both"
2.036,0.06559,0.06345,0.06781,"Observed","ProstateCancer","All","Both"
2.036,0.30944,0.29106,0.32898,"Observed","StomachCancer","All","Both"
2.038,0.04129,0.03978,0.04285,"Observed","BreastCancer","All","Both"
2.038,0.12941,0.12536,0.13359,"Observed","ColorectalCancer","All","Both"
2.038,0.10138,0.09551,0.1076,"Observed","HeadNeckCancer","All","Both"
2.038,0.3027,0.27365,0.33482,"Observed","LiverCancer","All","Both"
2.038,0.35459,0.34278,0.3668,"Observed","LungCancer","All","Both"
2.038,0.06557,0.06343,0.06778,"Observed","ProstateCancer","All","Both"
2.038,0.30899,0.29063,0.32851,"Observed","StomachCancer","All","Both"
2.041,0.04128,0.03977,0.04284,"Observed","BreastCancer","All","Both"
2.041,0.12931,0.12527,0.13348,"Observed","ColorectalCancer","All","Both"
2.041,0.10129,0.09543,0.1075,"Observed","HeadNeckCancer","All","Both"
2.041,0.30233,0.27332,0.33442,"Observed","LiverCancer","All","Both"
2.041,0.35406,0.34229,0.36624,"Observed","LungCancer","All","Both"
2.041,0.49441,0.46073,0.53055,"Observed","PancreaticCancer","All","Both"
2.041,0.06555,0.06342,0.06776,"Observed","ProstateCancer","All","Both"
2.041,0.30854,0.29021,0.32804,"Observed","StomachCancer","All","Both"
2.044,0.04127,0.03976,0.04283,"Observed","BreastCancer","All","Both"
2.044,0.1292,0.12517,0.13336,"Observed","ColorectalCancer","All","Both"
2.044,0.10119,0.09534,0.1074,"Observed","HeadNeckCancer","All","Both"
2.044,0.30196,0.273,0.33401,"Observed","LiverCancer","All","Both"
2.044,0.35353,0.34179,0.36568,"Observed","LungCancer","All","Both"
2.044,0.06553,0.06341,0.06773,"Observed","ProstateCancer","All","Both"
2.047,0.04126,0.03975,0.04281,"Observed","BreastCancer","All","Both"
2.047,0.1291,0.12508,0.13325,"Observed","ColorectalCancer","All","Both"
2.047,0.1011,0.09526,0.1073,"Observed","HeadNeckCancer","All","Both"
2.047,0.3016,0.27266,0.33361,"Observed","LiverCancer","All","Both"
2.047,0.353,0.34129,0.36512,"Observed","LungCancer","All","Both"
2.047,0.49292,0.45931,0.529,"Observed","PancreaticCancer","All","Both"
2.047,0.06552,0.06339,0.06771,"Observed","ProstateCancer","All","Both"
2.047,0.30765,0.28935,0.32711,"Observed","StomachCancer","All","Both"
2.049,0.04124,0.03975,0.0428,"Observed","BreastCancer","All","Both"
2.049,0.129,0.12499,0.13313,"Observed","ColorectalCancer","All","Both"
2.049,0.10101,0.09517,0.10721,"Observed","HeadNeckCancer","All","Both"
2.049,0.30123,0.27233,0.3332,"Observed","LiverCancer","All","Both"
2.049,0.35248,0.34079,0.36457,"Observed","LungCancer","All","Both"
2.049,0.49218,0.45859,0.52824,"Observed","PancreaticCancer","All","Both"
2.049,0.0655,0.06338,0.06769,"Observed","ProstateCancer","All","Both"
2.049,0.30721,0.28893,0.32665,"Observed","StomachCancer","All","Both"
2.052,0.04123,0.03974,0.04278,"Observed","BreastCancer","All","Both"
2.052,0.12889,0.1249,0.13302,"Observed","ColorectalCancer","All","Both"
