Cancer,Method,Stratification,Adjustment,Sex,Age,Database,rate,shape,scale,meanlog,sdlog,mu,sigma,Q,gamma0,gamma1,gamma2,SplineLowerB,SplineInternal1,SplineUpperB,gamma3,gamma4,SplineInternal2,SplineInternal3,sexMale,age_gr18 to 39,age_gr40 to 49,age_gr50 to 59,age_gr60 to 69,age_gr80 +
Lung,Log-logistic,Sex,None,Male,All,CPRD_GOLD,NA,0.0872100940365323,-0.5585090954670325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung,Log-normal,Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,-0.5562985546308146,0.47407802243994973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung,Generalised Gamma,Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,-0.5291229554012147,0.4706841196280472,0.036874297609853036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung,Spline (1 knot),Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,1.6251433042702628,1.4079001788407355,0.01850000535303116,-5.8998973535824915,-0.8123010183501074,2.87209308294975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lung,Spline (3 knots),Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,1.8830825746284547,1.4582716833650036,0.04714892473434622,-5.8998973535824915,-1.822359909676772,2.87209308294975,-0.08926511488129803,0.0688092997953175,-0.8123010183501074,0.021681066061323948,NA,NA,NA,NA,NA,NA
Pancreatic,Gompertz,Sex,None,Female,All,CPRD_GOLD,0.6340756452272254,-0.5842574241660494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,WeibullPH,Sex,None,Female,All,CPRD_GOLD,NA,-0.36794680321858075,0.1654550109524011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Exponential,Sex,None,Female,All,CPRD_GOLD,0.025950050897800888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Log-logistic,Sex,None,Female,All,CPRD_GOLD,NA,0.14775055556611705,-0.9844385081499056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Log-normal,Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,-0.9611806720621504,0.4165499229182621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Generalised Gamma,Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0624592131149433,0.42157357470164813,-0.14141807496065856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Spline (1 knot),Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.526531760158129,1.5883867836675645,0.023853591218792727,-5.8998973535824915,-1.2459370034249682,2.662077980605639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Spline (3 knots),Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.4543224514065187,1.5571346648316509,0.016415120964142084,-5.8998973535824915,-2.093234863812172,2.662077980605639,-0.01532766996570951,0.024995618588834794,-1.2459370034249682,-0.3277433214047269,NA,NA,NA,NA,NA,NA
Pancreatic,Gompertz,Sex,None,Male,All,CPRD_GOLD,0.5876826392042613,-0.559259706240531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,WeibullPH,Sex,None,Male,All,CPRD_GOLD,NA,-0.3721785635147092,0.1353983368559386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Exponential,Sex,None,Male,All,CPRD_GOLD,-0.022419804293822596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Log-logistic,Sex,None,Male,All,CPRD_GOLD,NA,0.13023487457047375,-0.9373979940288026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Log-normal,Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,-0.9248672438890913,0.4289390491647483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Generalised Gamma,Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,-1.0097586300809671,0.43332979576219083,-0.11674534133484954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Spline (1 knot),Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.24851653242409,1.500749060564653,0.021593543797975,-5.8998973535824915,-1.120773860470962,2.7265089228070623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pancreatic,Spline (3 knots),Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,3.2831803719477044,1.7612511001190765,0.09230437172085898,-5.8998973535824915,-2.1157077196642304,2.7265089228070623,-0.143405749240704,0.08652397086031961,-1.120773860470962,-0.2509231154212854,NA,NA,NA,NA,NA,NA
Stomach,Gompertz,Sex,None,Female,All,CPRD_GOLD,4.5769852038280063e-4,-0.4601459079422764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,WeibullPH,Sex,None,Female,All,CPRD_GOLD,NA,-0.49217490103478556,-0.3736797022045796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Exponential,Sex,None,Female,All,CPRD_GOLD,-0.8038704074300626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Log-logistic,Sex,None,Female,All,CPRD_GOLD,NA,-0.07021508892353216,-0.24207767464211297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Log-normal,Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,-0.2018868288945171,0.6141338318397306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Generalised Gamma,Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,NA,NA,-0.451422003137968,0.6302011920534831,-0.30001348381289017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Spline (1 knot),Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,1.5295495625946889,1.404043935993311,0.020519379011484307,-5.8998973535824915,-0.7437239067263375,2.757579383280802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Spline (3 knots),Sex,None,Female,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,1.9174804186345475,1.4972098105649458,0.04106426872869764,-5.8998973535824915,-1.8055527913603908,2.757579383280802,-0.061260856694502944,0.04813305792240396,-0.7437239067263375,0.17544867750619247,NA,NA,NA,NA,NA,NA
Stomach,Gompertz,Sex,None,Male,All,CPRD_GOLD,-0.043031665926132445,-0.4022346861252959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,WeibullPH,Sex,None,Male,All,CPRD_GOLD,NA,-0.42366450431528235,-0.3858405906311523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Exponential,Sex,None,Male,All,CPRD_GOLD,-0.7699168963510461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Log-logistic,Sex,None,Male,All,CPRD_GOLD,NA,0.031301899895467535,-0.20942348061125257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Log-normal,Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,-0.17217721031298647,0.5218496985215381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Generalised Gamma,Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,-0.36578295003020767,0.5340153721314369,-0.251718711990425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Spline (1 knot),Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,1.745166916538522,1.595281334082485,0.02451590775935685,-5.8998973535824915,-0.5671785603171224,2.7184073392021575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomach,Spline (3 knots),Sex,None,Male,All,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,2.093487930032993,1.662158372823711,0.06517126811132597,-5.8998973535824915,-1.5560919317288078,2.7184073392021575,-0.12713302605033525,0.09784611600464127,-0.5671785603171224,0.22423839196675843,NA,NA,NA,NA,NA,NA
Breast,Gompertz,None,Age,Both,70 to 79,CPRD_GOLD,-2.795878790237571,-0.003686065162367525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683417966179223,-1.0042817583502464,-1.2219521291294708,-0.8314057421700295,0.9693700352501722
Breast,Gompertz,None,Age,Both,18 to 39,CPRD_GOLD,-2.795878790237571,-0.003686065162367525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683417966179223,-1.0042817583502464,-1.2219521291294708,-0.8314057421700295,0.9693700352501722
Breast,Gompertz,None,Age,Both,40 to 49,CPRD_GOLD,-2.795878790237571,-0.003686065162367525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683417966179223,-1.0042817583502464,-1.2219521291294708,-0.8314057421700295,0.9693700352501722
Breast,Gompertz,None,Age,Both,50 to 59,CPRD_GOLD,-2.795878790237571,-0.003686065162367525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683417966179223,-1.0042817583502464,-1.2219521291294708,-0.8314057421700295,0.9693700352501722
Breast,Gompertz,None,Age,Both,60 to 69,CPRD_GOLD,-2.795878790237571,-0.003686065162367525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683417966179223,-1.0042817583502464,-1.2219521291294708,-0.8314057421700295,0.9693700352501722
Breast,Gompertz,None,Age,Both,80 +,CPRD_GOLD,-2.795878790237571,-0.003686065162367525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683417966179223,-1.0042817583502464,-1.2219521291294708,-0.8314057421700295,0.9693700352501722
Breast,WeibullPH,None,Age,Both,70 to 79,CPRD_GOLD,NA,-0.019857731640293776,-2.7729042359138085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683034146195397,-1.0034898457332866,-1.2208628083389235,-0.8304710163312572,0.9660273598284204
Breast,WeibullPH,None,Age,Both,18 to 39,CPRD_GOLD,NA,-0.019857731640293776,-2.7729042359138085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683034146195397,-1.0034898457332866,-1.2208628083389235,-0.8304710163312572,0.9660273598284204
Breast,WeibullPH,None,Age,Both,40 to 49,CPRD_GOLD,NA,-0.019857731640293776,-2.7729042359138085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683034146195397,-1.0034898457332866,-1.2208628083389235,-0.8304710163312572,0.9660273598284204
Breast,WeibullPH,None,Age,Both,50 to 59,CPRD_GOLD,NA,-0.019857731640293776,-2.7729042359138085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683034146195397,-1.0034898457332866,-1.2208628083389235,-0.8304710163312572,0.9660273598284204
Breast,WeibullPH,None,Age,Both,60 to 69,CPRD_GOLD,NA,-0.019857731640293776,-2.7729042359138085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683034146195397,-1.0034898457332866,-1.2208628083389235,-0.8304710163312572,0.9660273598284204
Breast,WeibullPH,None,Age,Both,80 +,CPRD_GOLD,NA,-0.019857731640293776,-2.7729042359138085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.683034146195397,-1.0034898457332866,-1.2208628083389235,-0.8304710163312572,0.9660273598284204
Breast,Exponential,None,Age,Both,70 to 79,CPRD_GOLD,-2.8109843760366613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6853724801250735,-1.0064207369387492,-1.2253176260353849,-0.8336321155384225,0.9737055239840364
Breast,Exponential,None,Age,Both,18 to 39,CPRD_GOLD,-2.8109843760366613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6853724801250735,-1.0064207369387492,-1.2253176260353849,-0.8336321155384225,0.9737055239840364
Breast,Exponential,None,Age,Both,40 to 49,CPRD_GOLD,-2.8109843760366613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6853724801250735,-1.0064207369387492,-1.2253176260353849,-0.8336321155384225,0.9737055239840364
Breast,Exponential,None,Age,Both,50 to 59,CPRD_GOLD,-2.8109843760366613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6853724801250735,-1.0064207369387492,-1.2253176260353849,-0.8336321155384225,0.9737055239840364
Breast,Exponential,None,Age,Both,60 to 69,CPRD_GOLD,-2.8109843760366613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6853724801250735,-1.0064207369387492,-1.2253176260353849,-0.8336321155384225,0.9737055239840364
Breast,Exponential,None,Age,Both,80 +,CPRD_GOLD,-2.8109843760366613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6853724801250735,-1.0064207369387492,-1.2253176260353849,-0.8336321155384225,0.9737055239840364
Breast,Log-logistic,None,Age,Both,70 to 79,CPRD_GOLD,NA,0.09771253045561004,2.5178194263764175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6988151281903784,1.0356536004123449,1.2560209146066013,0.871170766911842,-1.0576748661965294
Breast,Log-logistic,None,Age,Both,18 to 39,CPRD_GOLD,NA,0.09771253045561004,2.5178194263764175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6988151281903784,1.0356536004123449,1.2560209146066013,0.871170766911842,-1.0576748661965294
Breast,Log-logistic,None,Age,Both,40 to 49,CPRD_GOLD,NA,0.09771253045561004,2.5178194263764175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6988151281903784,1.0356536004123449,1.2560209146066013,0.871170766911842,-1.0576748661965294
Breast,Log-logistic,None,Age,Both,50 to 59,CPRD_GOLD,NA,0.09771253045561004,2.5178194263764175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6988151281903784,1.0356536004123449,1.2560209146066013,0.871170766911842,-1.0576748661965294
Breast,Log-logistic,None,Age,Both,60 to 69,CPRD_GOLD,NA,0.09771253045561004,2.5178194263764175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6988151281903784,1.0356536004123449,1.2560209146066013,0.871170766911842,-1.0576748661965294
Breast,Log-logistic,None,Age,Both,80 +,CPRD_GOLD,NA,0.09771253045561004,2.5178194263764175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6988151281903784,1.0356536004123449,1.2560209146066013,0.871170766911842,-1.0576748661965294
Breast,Log-normal,None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,2.6654886326463068,0.5898985867898118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7847143563492451,1.1541367848518003,1.3562592764933108,0.951275602210902,-1.1408269921682168
Breast,Log-normal,None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,2.6654886326463068,0.5898985867898118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7847143563492451,1.1541367848518003,1.3562592764933108,0.951275602210902,-1.1408269921682168
Breast,Log-normal,None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,2.6654886326463068,0.5898985867898118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7847143563492451,1.1541367848518003,1.3562592764933108,0.951275602210902,-1.1408269921682168
Breast,Log-normal,None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,2.6654886326463068,0.5898985867898118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7847143563492451,1.1541367848518003,1.3562592764933108,0.951275602210902,-1.1408269921682168
Breast,Log-normal,None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,2.6654886326463068,0.5898985867898118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7847143563492451,1.1541367848518003,1.3562592764933108,0.951275602210902,-1.1408269921682168
Breast,Log-normal,None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,2.6654886326463068,0.5898985867898118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7847143563492451,1.1541367848518003,1.3562592764933108,0.951275602210902,-1.1408269921682168
Breast,Generalised Gamma,None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,2.8267390056267834,0.028252560520817212,0.98626674369971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6976516012390788,1.024649820592516,1.2461540335244956,0.8481831891857202,-0.9880773513907386
Breast,Generalised Gamma,None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,2.8267390056267834,0.028252560520817212,0.98626674369971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6976516012390788,1.024649820592516,1.2461540335244956,0.8481831891857202,-0.9880773513907386
Breast,Generalised Gamma,None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,NA,NA,2.8267390056267834,0.028252560520817212,0.98626674369971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6976516012390788,1.024649820592516,1.2461540335244956,0.8481831891857202,-0.9880773513907386
Breast,Generalised Gamma,None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,NA,NA,2.8267390056267834,0.028252560520817212,0.98626674369971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6976516012390788,1.024649820592516,1.2461540335244956,0.8481831891857202,-0.9880773513907386
Breast,Generalised Gamma,None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,NA,NA,2.8267390056267834,0.028252560520817212,0.98626674369971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6976516012390788,1.024649820592516,1.2461540335244956,0.8481831891857202,-0.9880773513907386
Breast,Generalised Gamma,None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,NA,NA,2.8267390056267834,0.028252560520817212,0.98626674369971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6976516012390788,1.024649820592516,1.2461540335244956,0.8481831891857202,-0.9880773513907386
Breast,Spline (1 knot),None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.7783605375339446,0.9765371364472061,-1.2558285863561078e-4,-5.8998973535824915,1.097698629399435,2.9539109213947063,NA,NA,NA,NA,NA,-0.6833329335251691,-1.0041880093114604,-1.220689599971786,-0.8300966967373207,0.9662341204641473
Breast,Spline (1 knot),None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.7783605375339446,0.9765371364472061,-1.2558285863561078e-4,-5.8998973535824915,1.097698629399435,2.9539109213947063,NA,NA,NA,NA,NA,-0.6833329335251691,-1.0041880093114604,-1.220689599971786,-0.8300966967373207,0.9662341204641473
Breast,Spline (1 knot),None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.7783605375339446,0.9765371364472061,-1.2558285863561078e-4,-5.8998973535824915,1.097698629399435,2.9539109213947063,NA,NA,NA,NA,NA,-0.6833329335251691,-1.0041880093114604,-1.220689599971786,-0.8300966967373207,0.9662341204641473
Breast,Spline (1 knot),None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.7783605375339446,0.9765371364472061,-1.2558285863561078e-4,-5.8998973535824915,1.097698629399435,2.9539109213947063,NA,NA,NA,NA,NA,-0.6833329335251691,-1.0041880093114604,-1.220689599971786,-0.8300966967373207,0.9662341204641473
Breast,Spline (1 knot),None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.7783605375339446,0.9765371364472061,-1.2558285863561078e-4,-5.8998973535824915,1.097698629399435,2.9539109213947063,NA,NA,NA,NA,NA,-0.6833329335251691,-1.0041880093114604,-1.220689599971786,-0.8300966967373207,0.9662341204641473
Breast,Spline (1 knot),None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-2.7783605375339446,0.9765371364472061,-1.2558285863561078e-4,-5.8998973535824915,1.097698629399435,2.9539109213947063,NA,NA,NA,NA,NA,-0.6833329335251691,-1.0041880093114604,-1.220689599971786,-0.8300966967373207,0.9662341204641473
Breast,Spline (3 knots),None,Age,Both,70 to 79,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-3.019621215456451,0.8924766633574158,-0.04385509080356623,-5.8998973535824915,0.27388875031944504,2.9539109213947063,0.11642135639801099,-0.09078371354817749,1.097698629399435,1.7583301725788603,NA,-0.6849508611537163,-1.0042133960746458,-1.2230289696392602,-0.8312498667432894,0.9648596569971197
Breast,Spline (3 knots),None,Age,Both,18 to 39,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-3.019621215456451,0.8924766633574158,-0.04385509080356623,-5.8998973535824915,0.27388875031944504,2.9539109213947063,0.11642135639801099,-0.09078371354817749,1.097698629399435,1.7583301725788603,NA,-0.6849508611537163,-1.0042133960746458,-1.2230289696392602,-0.8312498667432894,0.9648596569971197
Breast,Spline (3 knots),None,Age,Both,40 to 49,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-3.019621215456451,0.8924766633574158,-0.04385509080356623,-5.8998973535824915,0.27388875031944504,2.9539109213947063,0.11642135639801099,-0.09078371354817749,1.097698629399435,1.7583301725788603,NA,-0.6849508611537163,-1.0042133960746458,-1.2230289696392602,-0.8312498667432894,0.9648596569971197
Breast,Spline (3 knots),None,Age,Both,50 to 59,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-3.019621215456451,0.8924766633574158,-0.04385509080356623,-5.8998973535824915,0.27388875031944504,2.9539109213947063,0.11642135639801099,-0.09078371354817749,1.097698629399435,1.7583301725788603,NA,-0.6849508611537163,-1.0042133960746458,-1.2230289696392602,-0.8312498667432894,0.9648596569971197
Breast,Spline (3 knots),None,Age,Both,60 to 69,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-3.019621215456451,0.8924766633574158,-0.04385509080356623,-5.8998973535824915,0.27388875031944504,2.9539109213947063,0.11642135639801099,-0.09078371354817749,1.097698629399435,1.7583301725788603,NA,-0.6849508611537163,-1.0042133960746458,-1.2230289696392602,-0.8312498667432894,0.9648596569971197
Breast,Spline (3 knots),None,Age,Both,80 +,CPRD_GOLD,NA,NA,NA,NA,NA,NA,NA,NA,-3.019621215456451,0.8924766633574158,-0.04385509080356623,-5.8998973535824915,0.27388875031944504,2.9539109213947063,0.11642135639801099,-0.09078371354817749,1.097698629399435,1.7583301725788603,NA,-0.6849508611537163,-1.0042133960746458,-1.2230289696392602,-0.8312498667432894,0.9648596569971197
Colorectal,Gompertz,None,Age,Both,70 to 79,CPRD_GOLD,-1.579684775764124,-0.16643747709717202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7290033455457928,-0.5304045930646955,-0.4971312133827853,-0.36160333882808243,0.593099216086861
Colorectal,Gompertz,None,Age,Both,18 to 39,CPRD_GOLD,-1.579684775764124,-0.16643747709717202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7290033455457928,-0.5304045930646955,-0.4971312133827853,-0.36160333882808243,0.593099216086861
Colorectal,Gompertz,None,Age,Both,40 to 49,CPRD_GOLD,-1.579684775764124,-0.16643747709717202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7290033455457928,-0.5304045930646955,-0.4971312133827853,-0.36160333882808243,0.593099216086861
Colorectal,Gompertz,None,Age,Both,50 to 59,CPRD_GOLD,-1.579684775764124,-0.16643747709717202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7290033455457928,-0.5304045930646955,-0.4971312133827853,-0.36160333882808243,0.593099216086861
Colorectal,Gompertz,None,Age,Both,60 to 69,CPRD_GOLD,-1.579684775764124,-0.16643747709717202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7290033455457928,-0.5304045930646955,-0.4971312133827853,-0.36160333882808243,0.593099216086861
Colorectal,Gompertz,None,Age,Both,80 +,CPRD_GOLD,-1.579684775764124,-0.16643747709717202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7290033455457928,-0.5304045930646955,-0.4971312133827853,-0.36160333882808243,0.593099216086861
Colorectal,WeibullPH,None,Age,Both,70 to 79,CPRD_GOLD,NA,-0.3671528304952758,-1.567518976235877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7464748567383408,-0.5492870220621546,-0.5111120334661318,-0.36826581453100515,0.5985065548301162
Colorectal,WeibullPH,None,Age,Both,18 to 39,CPRD_GOLD,NA,-0.3671528304952758,-1.567518976235877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7464748567383408,-0.5492870220621546,-0.5111120334661318,-0.36826581453100515,0.5985065548301162
