n,events,rmean,se,median,rmean in years (SE),Median Survival in Years (95% CI),rmean5yr,se5yr,rmean 5yrs in years (SE),rmean10yr,se10yr,rmean 10yrs in years (SE),Survival Rate % (95% CI) year 1,Survival Rate % (95% CI) year 5,Survival Rate % (95% CI) year 10,surv year 1,surv year 5,surv year 10,Method,Cancer,Age,Sex,Stratification,Adjustment,Database
722,207,12.8632,0.422101309601353,15.8466,12.86 (0.42),15.85 (13.72-NA),4.137100956075957,0.061402723567920085,4.14 (0.06),7.4389830053124975,0.1525188220364829,7.44 (0.15),91.1 (89.0-93.3),71.4 (67.7-75.2),60.9 (56.3-65.9),91.0999,71.36,60.8972,Kaplan-Meier,Head_and_neck,50 to 59,Female,agesex,None,CPRD_GOLD
1961,675,11.4551,0.26135107281773245,10.9342,11.46 (0.26),10.93 (10.25-14.61),3.9222381902516985,0.04092000705934633,3.92 (0.04),6.942109747829641,0.09736220285748648,6.94 (0.10),87.7 (86.2-89.2),66.5 (64.2-68.9),53.4 (50.5-56.6),87.6645,66.5278,53.4443,Kaplan-Meier,Head_and_neck,50 to 59,Male,agesex,None,CPRD_GOLD
865,335,10.2283,0.403716213108629,8.8027,10.23 (0.40),8.80 (7.68-10.64),3.7724891213469616,0.06446295652743451,3.77 (0.06),6.511240120190753,0.15037252340586177,6.51 (0.15),84.9 (82.5-87.4),63.0 (59.4-66.7),46.8 (42.3-51.8),84.9494,62.9532,46.8037,Kaplan-Meier,Head_and_neck,60 to 69,Female,agesex,None,CPRD_GOLD
2338,1040,8.7062,0.24980510259691285,7.1808,8.71 (0.25),7.18 (6.36-8.13),3.55153655239553,0.04084779350789954,3.55 (0.04),6.008795074430783,0.09332125227471154,6.01 (0.09),82.8 (81.2-84.4),56.4 (54.2-58.7),42.1 (39.4-45.0),82.7589,56.4129,42.1029,Kaplan-Meier,Head_and_neck,60 to 69,Male,agesex,None,CPRD_GOLD
674,348,7.1889,0.37999682446811495,5.7014,7.19 (0.38),5.70 (4.62-6.65),3.3691481615934933,0.07989433358884536,3.37 (0.08),5.453440672106104,0.17133418552485105,5.45 (0.17),76.9 (73.7-80.3),52.4 (48.3-56.9),28.5 (23.7-34.3),76.9087,52.4051,28.5058,Kaplan-Meier,Head_and_neck,70 to 79,Female,agesex,None,CPRD_GOLD
1595,871,6.1694,0.19853525810418754,4.3397,6.17 (0.20),4.34 (3.92-5.06),3.216508076289924,0.051657765014883665,3.22 (0.05),5.095275748787163,0.11112723007381976,5.10 (0.11),76.7 (74.6-78.8),47.3 (44.6-50.1),28.0 (24.8-31.5),76.6883,47.266,27.9774,Kaplan-Meier,Head_and_neck,70 to 79,Male,agesex,None,CPRD_GOLD
545,360,4.0973,0.30850668420752186,1.8493,4.10 (0.31),1.85 (1.48-2.57),2.519369481921052,0.09185891010622516,2.52 (0.09),3.5831984995402455,0.1736382143028983,3.58 (0.17),62.0 (57.9-66.3),31.3 (27.0-36.2),10.8 (7.0-16.9),61.9647,31.2576,10.8469,Kaplan-Meier,Head_and_neck,80 +,Female,agesex,None,CPRD_GOLD
674,455,3.9894,0.25860443173630165,2.1479,3.99 (0.26),2.15 (1.84-2.53),2.535411985097666,0.07962349518003535,2.54 (0.08),3.464822578292045,0.1493488844287291,3.46 (0.15),65.5 (61.9-69.3),28.7 (25.0-33.0),12.9 (9.6-17.5),65.4791,28.7115,12.948,Kaplan-Meier,Head_and_neck,80 +,Male,agesex,None,CPRD_GOLD
<10,<10,7.6086,2.5372583471012464,1.1479,7.61 (2.54),1.15 (0.20-NA),2.5750228310502283,0.7538226801612736,2.58 (0.75),4.908356164383562,1.579223948012395,4.91 (1.58),58.3 (34.0-100.0),46.7 (23.3-93.6),46.7 (23.3-93.6),58.3333,46.6667,46.6667,Kaplan-Meier,Liver,18 to 39,Female,agesex,None,CPRD_GOLD
24,15,4.9382,1.5618972570657381,0.5918,4.94 (1.56),0.59 (0.26-NA),1.853759749623124,0.4615737695370874,1.85 (0.46),3.2835593907714493,0.9676006739282857,3.28 (0.97),45.8 (28.8-72.6),28.6 (14.1-58.1),28.6 (14.1-58.1),45.7536,28.596,28.596,Kaplan-Meier,Liver,18 to 39,Male,agesex,None,CPRD_GOLD
30,18,5.8534,1.3569669761298502,1.1781,5.85 (1.36),1.18 (0.65-NA),2.411789312376396,0.41245022565198236,2.41 (0.41),4.0292794844980095,0.8357860831478858,4.03 (0.84),59.9 (44.0-81.4),36.0 (21.5-60.4),31.5 (17.7-56.3),59.8639,36.0292,31.5256,Kaplan-Meier,Liver,40 to 49,Female,agesex,None,CPRD_GOLD
83,53,5.2178,0.8088210178807246,1.4548,5.22 (0.81),1.45 (0.82-3.46),2.323632122409461,0.2344710482347446,2.32 (0.23),3.6738600979523257,0.48746135695081244,3.67 (0.49),58.1 (48.3-70.0),28.9 (19.5-42.8),26.7 (17.5-40.7),58.1347,28.9065,26.6829,Kaplan-Meier,Liver,40 to 49,Male,agesex,None,CPRD_GOLD
104,72,3.7868,0.6637704958656137,0.9616,3.79 (0.66),0.96 (0.78-1.73),1.9998538278191869,0.20547110216571704,2.00 (0.21),2.9647967935343136,0.3989765649671552,2.96 (0.40),49.6 (40.6-60.6),24.9 (16.9-36.5),14.2 (6.7-30.0),49.5895,24.8606,14.2061,Kaplan-Meier,Liver,50 to 59,Female,agesex,None,CPRD_GOLD
343,241,3.2982,0.36862821828536346,0.9205,3.30 (0.37),0.92 (0.71-1.10),1.7856534085985878,0.10935817480368988,1.79 (0.11),2.586387204306111,0.22010949204468258,2.59 (0.22),47.8 (42.6-53.6),19.8 (15.2-25.7),14.9 (10.3-21.6),47.7602,19.8042,14.938,Kaplan-Meier,Liver,50 to 59,Male,agesex,None,CPRD_GOLD
183,129,3.2505,0.4662206112698866,0.8219,3.25 (0.47),0.82 (0.63-1.27),1.7752412120467578,0.1524418006633785,1.78 (0.15),2.5128357006186373,0.2879884633333721,2.51 (0.29),46.2 (39.2-54.5),18.5 (12.7-26.9),12.7 (7.5-21.6),46.2042,18.4695,12.7476,Kaplan-Meier,Liver,60 to 69,Female,agesex,None,CPRD_GOLD
641,478,2.661,0.23101307322611167,0.9178,2.66 (0.23),0.92 (0.75-1.06),1.6776624826901245,0.07583555208807395,1.68 (0.08),2.2265606623676937,0.14059653986082166,2.23 (0.14),47.6 (43.7-51.7),15.3 (12.1-19.2),8.9 (5.7-13.9),47.5541,15.2571,8.9472,Kaplan-Meier,Liver,60 to 69,Male,agesex,None,CPRD_GOLD
282,227,1.6843,0.2383571845566117,0.589,1.68 (0.24),0.59 (0.49-0.71),1.2670240655759684,0.10247000475349471,1.27 (0.10),1.5494428702698269,0.16931180244260738,1.55 (0.17),35.6 (30.2-42.0),9.6 (6.2-14.8),2.3 (0.5-12.0),35.6093,9.5863,2.33,Kaplan-Meier,Liver,70 to 79,Female,agesex,None,CPRD_GOLD
707,575,1.8839,0.15431087528063053,0.6164,1.88 (0.15),0.62 (0.56-0.76),1.3642112219665887,0.06375169212326168,1.36 (0.06),1.6944163760660298,0.10604538168394544,1.69 (0.11),40.3 (36.7-44.2),9.3 (7.0-12.2),3.3 (1.6-6.9),40.2804,9.2529,3.2747,Kaplan-Meier,Liver,70 to 79,Male,agesex,None,CPRD_GOLD
226,182,0.9607,0.11823398759231851,0.3452,0.96 (0.12),0.35 (0.26-0.44),0.907694091714092,0.10177613693527021,0.91 (0.10),0.96072893247,0.11823398759231851,0.96 (0.12),25.0 (19.6-32.0),6.1 (3.0-12.2),0.0 (NA-NA),25.017,6.0797,0,Kaplan-Meier,Liver,80 +,Female,agesex,None,CPRD_GOLD
380,319,1.0871,0.08302034241027986,0.4767,1.09 (0.08),0.48 (0.38-0.62),1.049453738058441,0.07231209933940402,1.05 (0.07),1.0870962177633205,0.08302034241027986,1.09 (0.08),32.9 (28.3-38.1),2.8 (1.1-6.8),0.0 (NA-NA),32.8839,2.7926,0,Kaplan-Meier,Liver,80 +,Male,agesex,None,CPRD_GOLD
52,28,7.8227,1.3910493182921508,2.1068,7.82 (1.39),2.11 (1.82-NA),2.724785824003511,0.2920309570395859,2.72 (0.29),4.694107540644104,0.6621494138632515,4.69 (0.66),67.8 (56.0-82.2),39.7 (27.2-58.0),33.1 (19.7-55.7),67.8223,39.7311,33.1093,Kaplan-Meier,Lung,18 to 39,Female,agesex,None,CPRD_GOLD
63,36,7.4243,1.2382991874243967,0.9452,7.42 (1.24),0.95 (0.70-NA),2.260942281120263,0.2851787962314801,2.26 (0.29),4.0476456392795335,0.6121225722088648,4.05 (0.61),48.7 (37.3-63.6),35.7 (24.8-51.5),35.7 (24.8-51.5),48.7071,35.7341,35.7341,Kaplan-Meier,Lung,18 to 39,Male,agesex,None,CPRD_GOLD
442,320,4.0469,0.39329979264807874,1.0274,4.05 (0.39),1.03 (0.78-1.24),1.7649360458382033,0.09010445324672602,1.76 (0.09),2.5793145563677693,0.18596604365767755,2.58 (0.19),50.8 (46.2-55.8),18.5 (14.7-23.3),15.5 (11.6-20.8),50.7642,18.5211,15.5307,Kaplan-Meier,Lung,40 to 49,Female,agesex,None,CPRD_GOLD
417,307,3.6006,0.3791081540159818,0.8027,3.60 (0.38),0.80 (0.71-0.96),1.6168077544516326,0.09343023951905848,1.62 (0.09),2.452898874147846,0.19023526455353357,2.45 (0.19),43.4 (38.7-48.7),18.5 (14.7-23.2),14.4 (10.6-19.7),43.4372,18.4671,14.4176,Kaplan-Meier,Lung,40 to 49,Male,agesex,None,CPRD_GOLD
1833,1361,3.6597,0.17669225263642335,0.9616,3.66 (0.18),0.96 (0.88-1.04),1.800755952400854,0.045192257816255944,1.80 (0.05),2.5750268270219157,0.0878041922571551,2.58 (0.09),48.8 (46.5-51.3),19.0 (17.1-21.2),12.5 (10.5-14.8),48.8291,19.0387,12.4872,Kaplan-Meier,Lung,50 to 59,Female,agesex,None,CPRD_GOLD
1944,1541,2.5141,0.13121729346918154,0.6603,2.51 (0.13),0.66 (0.62-0.72),1.393305391955614,0.039803581190188383,1.39 (0.04),1.9476204455687725,0.07612545288443084,1.95 (0.08),38.3 (36.1-40.6),13.1 (11.4-14.9),8.8 (7.2-10.7),38.2754,13.0692,8.7528,Kaplan-Meier,Lung,50 to 59,Male,agesex,None,CPRD_GOLD
4352,3342,2.9778,0.10766286608437473,0.8822,2.98 (0.11),0.88 (0.84-0.93),1.695466791550575,0.028687190138623874,1.70 (0.03),2.3246272085105892,0.05353585024368935,2.32 (0.05),46.5 (45.0-48.1),16.8 (15.5-18.1),9.4 (8.1-10.8),46.5123,16.7527,9.3634,Kaplan-Meier,Lung,60 to 69,Female,agesex,None,CPRD_GOLD
5377,4367,2.3396,0.08124577689806464,0.7041,2.34 (0.08),0.70 (0.67-0.74),1.4173393608597797,0.023673971180220035,1.42 (0.02),1.8729177998026705,0.042703930997103845,1.87 (0.04),39.5 (38.2-40.9),12.3 (11.3-13.4),6.9 (6.0-8.0),39.5211,12.2901,6.9339,Kaplan-Meier,Lung,60 to 69,Male,agesex,None,CPRD_GOLD
5782,4521,2.3308,0.0801983607728462,0.7068,2.33 (0.08),0.71 (0.67-0.75),1.502275083877928,0.0243085621119176,1.50 (0.02),1.9980392592712248,0.04409095225106305,2.00 (0.04),41.3 (40.0-42.6),13.5 (12.5-14.7),6.9 (5.9-8.1),41.3033,13.5302,6.8811,Kaplan-Meier,Lung,70 to 79,Female,agesex,None,CPRD_GOLD
7079,5948,1.6806,0.052666499807541525,0.5808,1.68 (0.05),0.58 (0.55-0.60),1.2242116925515765,0.01898619194899716,1.22 (0.02),1.5044207645844494,0.03166420231992287,1.50 (0.03),35.0 (33.8-36.1),8.5 (7.7-9.3),3.4 (2.8-4.2),34.9553,8.4686,3.3915,Kaplan-Meier,Lung,70 to 79,Male,agesex,None,CPRD_GOLD
3861,3108,1.363,0.05368955166251677,0.4795,1.36 (0.05),0.48 (0.45-0.51),1.1145083887418734,0.025523146532945958,1.11 (0.03),1.3017586275946702,0.041142598099044476,1.30 (0.04),32.5 (31.0-34.1),6.5 (5.5-7.7),1.9 (1.1-3.3),32.4954,6.5068,1.9454,Kaplan-Meier,Lung,80 +,Female,agesex,None,CPRD_GOLD
4103,3515,1.0338,0.032921492059831046,0.3973,1.03 (0.03),0.40 (0.38-0.42),0.9136670793456776,0.02145976210516346,0.91 (0.02),1.0252977714135405,0.03136743262998034,1.03 (0.03),26.4 (25.1-27.9),4.4 (3.7-5.4),0.7 (0.3-1.5),26.4411,4.4436,0.6703,Kaplan-Meier,Lung,80 +,Male,agesex,None,CPRD_GOLD
14,<10,7.616,2.2280721274811177,1.7096,7.62 (2.23),1.71 (1.48-NA),2.659491193737769,0.5619487466169089,2.66 (0.56),4.643618177864753,1.2181497068904932,4.64 (1.22),71.4 (51.3-99.5),39.7 (20.3-77.7),39.7 (20.3-77.7),71.4286,39.6825,39.6825,Kaplan-Meier,Pancreatic,18 to 39,Female,agesex,None,CPRD_GOLD
23,13,7.6912,1.7909612013554093,0.4877,7.69 (1.79),0.49 (0.29-NA),2.314913639070876,0.49169125468711217,2.31 (0.49),4.4670875521143545,1.0113195833609272,4.47 (1.01),47.8 (31.2-73.3),43.0 (26.8-69.2),43.0 (26.8-69.2),47.8261,43.0435,43.0435,Kaplan-Meier,Pancreatic,18 to 39,Male,agesex,None,CPRD_GOLD
122,89,3.5134,0.6271823578055744,0.789,3.51 (0.63),0.79 (0.60-1.32),1.6678184704158665,0.17564401069581748,1.67 (0.18),2.475437032810829,0.3483701688555689,2.48 (0.35),44.4 (36.0-54.7),18.3 (11.9-28.1),13.9 (7.7-25.0),44.3592,18.2911,13.8569,Kaplan-Meier,Pancreatic,40 to 49,Female,agesex,None,CPRD_GOLD
149,118,2.5863,0.46310331038575686,0.7342,2.59 (0.46),0.73 (0.61-1.00),1.6093044613836478,0.15001450413519635,1.61 (0.15),2.0644620976401633,0.25888217726154616,2.06 (0.26),40.7 (33.3-49.8),15.6 (10.2-23.8),7.0 (2.8-17.1),40.7417,15.5668,6.967,Kaplan-Meier,Pancreatic,40 to 49,Male,agesex,None,CPRD_GOLD
424,342,1.9882,0.22287953029870347,0.6959,1.99 (0.22),0.70 (0.60-0.81),1.3556710044552938,0.08453574563559899,1.36 (0.08),1.7833293165906243,0.1516515381908365,1.78 (0.15),36.8 (32.3-41.9),12.2 (9.0-16.5),5.7 (3.1-10.4),36.816,12.1873,5.7228,Kaplan-Meier,Pancreatic,50 to 59,Female,agesex,None,CPRD_GOLD
524,444,1.8674,0.20310106209265935,0.5288,1.87 (0.20),0.53 (0.45-0.61),1.1451487770281272,0.06746592631266188,1.15 (0.07),1.509019615729581,0.12239356674663972,1.51 (0.12),33.0 (29.1-37.4),8.8 (6.4-12.0),5.6 (3.5-9.0),32.9871,8.793,5.6059,Kaplan-Meier,Pancreatic,50 to 59,Male,agesex,None,CPRD_GOLD
919,799,1.3893,0.13003186275183495,0.4603,1.39 (0.13),0.46 (0.41-0.51),0.9457979157659046,0.04439583326371315,0.95 (0.04),1.160793289810894,0.0773060682015826,1.16 (0.08),27.1 (24.3-30.3),5.5 (3.9-7.6),3.6 (2.2-5.8),27.117,5.4566,3.5506,Kaplan-Meier,Pancreatic,60 to 69,Female,agesex,None,CPRD_GOLD
1164,982,1.6534,0.12900009214627878,0.5041,1.65 (0.13),0.50 (0.46-0.59),1.051568338663831,0.04298440817902872,1.05 (0.04),1.3517246928632392,0.07743901978882793,1.35 (0.08),30.0 (27.3-32.9),7.4 (5.8-9.3),5.3 (3.9-7.2),29.9663,7.3655,5.3139,Kaplan-Meier,Pancreatic,60 to 69,Male,agesex,None,CPRD_GOLD
1299,1110,1.3094,0.10534046742101137,0.389,1.31 (0.11),0.39 (0.35-0.42),0.8888314958044018,0.038197078811297185,0.89 (0.04),1.1222519319340176,0.0687655141229244,1.12 (0.07),24.4 (22.0-26.9),5.6 (4.3-7.4),4.1 (2.9-5.9),24.3549,5.5901,4.1161,Kaplan-Meier,Pancreatic,70 to 79,Female,agesex,None,CPRD_GOLD
1291,1139,1.0949,0.08035259645186044,0.3562,1.09 (0.08),0.36 (0.33-0.40),0.8312432816690914,0.03502546403643229,0.83 (0.04),0.9949886076632043,0.05891259400997806,0.99 (0.06),24.5 (22.1-27.0),4.2 (3.1-5.8),2.9 (1.9-4.4),24.455,4.2413,2.8857,Kaplan-Meier,Pancreatic,70 to 79,Male,agesex,None,CPRD_GOLD
1322,1147,0.8728,0.08924202615443105,0.2274,0.87 (0.09),0.23 (0.21-0.25),0.6558182012541142,0.033703317378855346,0.66 (0.03),0.7724142771469579,0.05542648854644584,0.77 (0.06),16.8 (14.8-19.1),3.6 (2.5-5.2),2.0 (1.0-3.7),16.818,3.5894,1.9587,Kaplan-Meier,Pancreatic,80 +,Female,agesex,None,CPRD_GOLD
808,725,0.818,0.10743436727438935,0.2192,0.82 (0.11),0.22 (0.19-0.25),0.5678039692538195,0.03639009058194195,0.57 (0.04),0.672896076421441,0.06196668514415683,0.67 (0.06),15.0 (12.6-17.9),2.7 (1.6-4.4),1.9 (1.0-3.8),15.0282,2.6569,1.9373,Kaplan-Meier,Pancreatic,80 +,Male,agesex,None,CPRD_GOLD
40,23,5.4014,1.5348068811515794,1.7918,5.40 (1.53),1.79 (0.91-NA),2.3296949551722204,0.3418114133924369,2.33 (0.34),3.765814563315436,0.7623071935519884,3.77 (0.76),59.9 (45.4-79.0),28.7 (15.7-52.5),28.7 (15.7-52.5),59.9023,28.7224,28.7224,Kaplan-Meier,Stomach,18 to 39,Female,agesex,None,CPRD_GOLD
39,28,4.8593,1.3334798313744574,0.8027,4.86 (1.33),0.80 (0.65-3.40),2.1033208461466777,0.32955433313227306,2.10 (0.33),3.300308437811373,0.6532274804374045,3.30 (0.65),46.3 (32.8-65.5),28.0 (16.3-48.1),15.6 (5.6-43.6),46.3297,28.0314,15.573,Kaplan-Meier,Stomach,18 to 39,Male,agesex,None,CPRD_GOLD
98,63,6.4622,0.9883466573383655,0.8959,6.46 (0.99),0.90 (0.56-1.65),2.0097802880577365,0.22080592906871263,2.01 (0.22),3.492839689161629,0.46954590283052505,3.49 (0.47),47.4 (38.3-58.6),29.7 (21.0-41.9),29.7 (21.0-41.9),47.3709,29.6612,29.6612,Kaplan-Meier,Stomach,40 to 49,Female,agesex,None,CPRD_GOLD
105,76,4.5431,0.8021345214760028,0.9507,4.54 (0.80),0.95 (0.79-1.35),1.800293952792364,0.18703165766579358,1.80 (0.19),2.714442917035242,0.38234802054342515,2.71 (0.38),47.1 (38.2-58.2),19.8 (12.9-30.5),18.3 (11.5-28.9),47.1423,19.7885,18.2663,Kaplan-Meier,Stomach,40 to 49,Male,agesex,None,CPRD_GOLD
169,117,4.8607,0.6767612420023025,1.1562,4.86 (0.68),1.16 (0.86-1.86),2.0641778819124252,0.16031454230733638,2.06 (0.16),3.1763978451278154,0.3209774515619175,3.18 (0.32),52.6 (45.3-61.1),26.5 (20.0-35.0),19.5 (13.2-28.9),52.6174,26.4766,19.5292,Kaplan-Meier,Stomach,50 to 59,Female,agesex,None,CPRD_GOLD
332,235,4.7679,0.46296765152771197,1.0466,4.77 (0.46),1.05 (0.83-1.23),1.9538476665936537,0.11139920588443387,1.95 (0.11),3.061103115307474,0.2283727302964501,3.06 (0.23),51.6 (46.3-57.4),24.2 (19.6-30.0),19.7 (15.2-25.7),51.5793,24.2291,19.7176,Kaplan-Meier,Stomach,50 to 59,Male,agesex,None,CPRD_GOLD
313,226,4.1979,0.3614728755367202,1.0658,4.20 (0.36),1.07 (0.84-1.44),2.0544536630950034,0.11806755581041627,2.05 (0.12),3.227129298216113,0.23453290171627958,3.23 (0.23),51.8 (46.5-57.8),26.8 (22.0-32.7),19.1 (14.3-25.6),51.8441,26.818,19.1445,Kaplan-Meier,Stomach,60 to 69,Female,agesex,None,CPRD_GOLD
798,620,3.7602,0.2595698563720088,0.9397,3.76 (0.26),0.94 (0.86-1.08),1.811958890488077,0.0679235712607535,1.81 (0.07),2.6203291398288977,0.13033614656606976,2.62 (0.13),48.6 (45.2-52.3),19.7 (16.9-23.0),13.7 (11.1-17.0),48.5766,19.7446,13.7162,Kaplan-Meier,Stomach,60 to 69,Male,agesex,None,CPRD_GOLD
715,556,3.5553,0.280441082518507,0.811,3.56 (0.28),0.81 (0.68-0.96),1.6979451790799835,0.07197818567137693,1.70 (0.07),2.469193903930041,0.13744727164569953,2.47 (0.14),44.9 (41.3-48.8),19.8 (16.8-23.3),13.0 (10.2-16.6),44.8747,19.7834,13.0282,Kaplan-Meier,Stomach,70 to 79,Female,agesex,None,CPRD_GOLD
1439,1154,2.9653,0.1763296307663139,0.8493,2.97 (0.18),0.85 (0.75-0.93),1.6502051073323425,0.049168931394348574,1.65 (0.05),2.321681577880029,0.09129647697859128,2.32 (0.09),45.3 (42.8-48.1),17.6 (15.5-19.9),9.8 (7.9-12.2),45.3443,17.5684,9.8341,Kaplan-Meier,Stomach,70 to 79,Male,agesex,None,CPRD_GOLD
888,727,1.9184,0.18307433456418154,0.5562,1.92 (0.18),0.56 (0.47-0.63),1.288510724370699,0.05754841559490018,1.29 (0.06),1.6516568250410482,0.09864461746045744,1.65 (0.10),36.0 (32.9-39.5),10.4 (8.3-13.1),4.7 (2.9-7.6),36.0284,10.4128,4.6784,Kaplan-Meier,Stomach,80 +,Female,agesex,None,CPRD_GOLD
1076,901,1.5366,0.12471202366028163,0.5644,1.54 (0.12),0.56 (0.52-0.62),1.1717126191996243,0.047537945957260803,1.17 (0.05),1.3973309576397193,0.07572152299371021,1.40 (0.08),33.4 (30.6-36.5),7.3 (5.6-9.5),2.6 (1.3-5.1),33.442,7.2649,2.6181,Kaplan-Meier,Stomach,80 +,Male,agesex,None,CPRD_GOLD
NA,NA,14.2463,0.0385,24.4312,14.25 (0.04),24.43 (23.13-26.07),4.4895,0.0045,4.49 (0.00),8.205,0.0126,8.20 (0.01),95.5 (95.4-95.6),81.0 (80.7-81.3),68.5 (68.1-68.9),95.4871,80.9745,68.4757,Gompertz,Breast,All,Both,None,None,CPRD_GOLD
NA,NA,14.1181,0.0366,20.0171,14.12 (0.04),20.02 (19.59-20.45),4.495,0.0044,4.50 (0.00),8.2383,0.0124,8.24 (0.01),95.2 (95.1-95.3),81.6 (81.3-81.8),68.7 (68.3-69.1),95.2045,81.579,68.693,WeibullPH,Breast,All,Both,None,None,CPRD_GOLD
NA,NA,13.917,0.0372,17.8673,13.92 (0.04),17.87 (17.59-18.12),4.545,0.0033,4.54 (0.00),8.2886,0.0113,8.29 (0.01),96.2 (96.1-96.2),82.4 (82.1-82.6),67.8 (67.5-68.2),96.1949,82.3682,67.8453,Exponential,Breast,All,Both,None,None,CPRD_GOLD
NA,NA,14.2214,0.0362,22.5296,14.22 (0.04),22.53 (21.99-23.09),4.4852,0.0044,4.49 (0.00),8.2102,0.012,8.21 (0.01),95.3 (95.2-95.4),81.1 (80.8-81.3),68.7 (68.3-69.1),95.2979,81.0651,68.6681,Log-logistic,Breast,All,Both,None,None,CPRD_GOLD
NA,NA,14.4596,0.0356,28.7501,14.46 (0.04),28.75 (27.89-29.67),4.4499,0.0044,4.45 (0.00),8.1791,0.0124,8.18 (0.01),94.9 (94.8-95.1),80.3 (80.0-80.6),69.7 (69.3-70.0),94.926,80.3152,69.6705,Log-normal,Breast,All,Both,None,None,CPRD_GOLD
NA,NA,14.2073,0.0382,21.7793,14.21 (0.04),21.78 (21.13-22.39),4.4837,0.0046,4.48 (0.00),8.2146,0.0119,8.21 (0.01),95.2 (95.1-95.4),81.1 (80.8-81.4),68.8 (68.4-69.2),95.2372,81.1201,68.7865,Generalised Gamma,Breast,All,Both,None,None,CPRD_GOLD
NA,NA,14.1884,0.0386,21.1835,14.19 (0.04),21.18 (20.66-21.78),4.4833,0.0046,4.48 (0.00),8.2185,0.0119,8.22 (0.01),95.2 (95.1-95.3),81.2 (80.9-81.5),68.9 (68.4-69.3),95.1988,81.1784,68.8506,Spline (1 knot),Breast,All,Both,None,None,CPRD_GOLD
NA,NA,9.0442,0.0486,5.033,9.04 (0.05),5.03 (4.93-5.16),3.4264,0.0092,3.43 (0.01),5.5751,0.0207,5.58 (0.02),82.4 (82.1-82.7),50.1 (49.7-50.6),38.2 (37.6-38.7),82.4137,50.138,38.1627,Gompertz,Colorectal,All,Both,None,None,CPRD_GOLD
NA,NA,8.5342,0.0476,5.8946,8.53 (0.05),5.89 (5.78-6.02),3.4893,0.0086,3.49 (0.01),5.7256,0.0201,5.73 (0.02),80.8 (80.5-81.1),53.7 (53.3-54.2),37.3 (36.9-37.8),80.8107,53.7252,37.3413,WeibullPH,Colorectal,All,Both,None,None,CPRD_GOLD
NA,NA,7.5934,0.0391,5.7914,7.59 (0.04),5.79 (5.72-5.86),3.7626,0.0069,3.76 (0.01),5.8307,0.0195,5.83 (0.02),88.7 (88.6-88.9),55.0 (54.5-55.4),30.2 (29.7-30.7),88.7198,54.9672,30.214,Exponential,Colorectal,All,Both,None,None,CPRD_GOLD
NA,NA,8.8027,0.0462,5.5885,8.80 (0.05),5.59 (5.45-5.71),3.4214,0.0093,3.42 (0.01),5.6471,0.0206,5.65 (0.02),80.0 (79.7-80.3),52.2 (51.8-52.7),38.5 (38.0-39.0),80.0064,52.2404,38.4872,Log-logistic,Colorectal,All,Both,None,None,CPRD_GOLD
NA,NA,9.0203,0.0445,5.7565,9.02 (0.04),5.76 (5.61-5.91),3.3949,0.0091,3.39 (0.01),5.6723,0.0205,5.67 (0.02),78.8 (78.5-79.1),52.6 (52.1-53.0),40.0 (39.5-40.5),78.8308,52.5689,40.0291,Log-normal,Colorectal,All,Both,None,None,CPRD_GOLD
NA,NA,8.9437,0.0496,5.732,8.94 (0.05),5.73 (5.59-5.88),3.4049,0.0096,3.40 (0.01),5.67,0.0202,5.67 (0.02),79.1 (78.8-79.5),52.6 (52.2-53.0),39.6 (39.0-40.1),79.1477,52.5714,39.5688,Generalised Gamma,Colorectal,All,Both,None,None,CPRD_GOLD
NA,NA,8.9077,0.0496,5.7637,8.91 (0.05),5.76 (5.61-5.92),3.4066,0.0091,3.41 (0.01),5.675,0.0211,5.68 (0.02),79.2 (78.8-79.5),52.7 (52.2-53.1),39.5 (39.0-40.1),79.1867,52.6654,39.5374,Spline (1 knot),Colorectal,All,Both,None,None,CPRD_GOLD
NA,NA,9.5353,0.1079,6.127,9.54 (0.11),6.13 (5.85-6.42),3.6095,0.0182,3.61 (0.02),5.9315,0.0429,5.93 (0.04),85.2 (84.7-85.7),54.4 (53.5-55.5),40.8 (39.7-42.0),85.2042,54.4408,40.7622,Gompertz,Head_and_neck,All,Both,None,None,CPRD_GOLD
NA,NA,9.0667,0.1,6.8115,9.07 (0.10),6.81 (6.54-7.12),3.6589,0.0175,3.66 (0.02),6.0575,0.0421,6.06 (0.04),83.9 (83.3-84.5),57.4 (56.5-58.3),40.1 (39.0-41.3),83.9308,57.3873,40.1403,WeibullPH,Head_and_neck,All,Both,None,None,CPRD_GOLD
NA,NA,8.2669,0.086,6.4994,8.27 (0.09),6.50 (6.33-6.69),3.8754,0.0141,3.88 (0.01),6.149,0.0401,6.15 (0.04),89.9 (89.6-90.2),58.7 (57.8-59.6),34.4 (33.4-35.5),89.8842,58.6701,34.4218,Exponential,Head_and_neck,All,Both,None,None,CPRD_GOLD
NA,NA,9.3182,0.096,6.5568,9.32 (0.10),6.56 (6.23-6.89),3.5967,0.019,3.60 (0.02),5.9738,0.0437,5.97 (0.04),83.4 (82.8-84.0),55.8 (54.8-56.7),41.0 (39.9-42.1),83.4108,55.7938,41.0356,Log-logistic,Head_and_neck,All,Both,None,None,CPRD_GOLD
