"time","n.risk","n.event","n.censor","est","std.error","ucl","lcl","Method","Cancer","Age","Gender"
0.334,61252,51,17,0.89288,0.00130654787109624,0.89517,0.89059,"Observed","ColorectalCancer","All","Both"
0.334,13852,8,1,0.92587,0.00228856153362568,0.93004,0.92173,"Observed","HeadNeckCancer","All","Both"
0.334,3574,9,2,0.66902,0.00947565130310714,0.68156,0.65671,"Observed","LiverCancer","All","Both"
0.334,42937,124,16,0.66949,0.00273500456295495,0.67309,0.66591,"Observed","LungCancer","All","Both"
0.334,7539,20,3,0.53187,0.00776168290102216,0.54002,0.52384,"Observed","PancreaticCancer","All","Both"
0.334,90361,17,20,0.97989,0.000467028553160825,0.98079,0.979,"Observed","ProstateCancer","All","Both"
0.334,6674,15,3,0.71296,0.00648081719627877,0.72208,0.70396,"Observed","StomachCancer","All","Both"
0.337,104856,10,41,0.98324,0.00039579523397853,0.98401,0.98248,"Observed","BreastCancer","All","Both"
0.337,61184,42,26,0.89226,0.0013108373460686,0.89456,0.88998,"Observed","ColorectalCancer","All","Both"
0.337,13843,6,6,0.92547,0.00229539496131847,0.92965,0.92132,"Observed","HeadNeckCancer","All","Both"
0.337,3563,3,0,0.66845,0.00948812314662243,0.681,0.65614,"Observed","LiverCancer","All","Both"
0.337,42797,108,18,0.6678,0.00274579032656552,0.6714,0.66421,"Observed","LungCancer","All","Both"
0.337,7516,28,3,0.52988,0.00779366637668736,0.53804,0.52185,"Observed","PancreaticCancer","All","Both"
0.337,90324,11,42,0.97977,0.000468469991728181,0.98067,0.97887,"Observed","ProstateCancer","All","Both"
0.337,6656,9,5,0.712,0.00649649260397084,0.72112,0.70299,"Observed","StomachCancer","All","Both"
0.34,104805,13,47,0.98312,0.000397287734863101,0.98389,0.98236,"Observed","BreastCancer","All","Both"
0.34,61116,39,25,0.8917,0.00131481653455964,0.894,0.8894,"Observed","ColorectalCancer","All","Both"
0.34,13831,8,9,0.92494,0.00230449172607928,0.92912,0.92077,"Observed","HeadNeckCancer","All","Both"
0.34,3560,7,2,0.66714,0.00951724215711531,0.6797,0.65481,"Observed","LiverCancer","All","Both"
0.34,42671,94,27,0.66633,0.00275519577328997,0.66994,0.66274,"Observed","LungCancer","All","Both"
0.34,7485,32,4,0.52762,0.00783038053009735,0.53578,0.51958,"Observed","PancreaticCancer","All","Both"
0.34,90271,9,36,0.97968,0.000469647413629672,0.98058,0.97878,"Observed","ProstateCancer","All","Both"
0.34,6642,14,5,0.7105,0.00652092251639434,0.71964,0.70147,"Observed","StomachCancer","All","Both"
0.342,104745,15,40,0.98298,0.000399004908257962,0.98375,0.98221,"Observed","BreastCancer","All","Both"
0.342,61052,34,25,0.8912,0.00131828273617343,0.8935,0.8889,"Observed","ColorectalCancer","All","Both"
0.342,13814,7,6,0.92447,0.00231244096810816,0.92867,0.92029,"Observed","HeadNeckCancer","All","Both"
0.342,3551,6,2,0.66601,0.00954224981492962,0.67859,0.65367,"Observed","LiverCancer","All","Both"
0.342,42550,96,33,0.66482,0.00276482325004307,0.66844,0.66123,"Observed","LungCancer","All","Both"
0.342,7449,35,6,0.52514,0.00787074383650647,0.5333,0.5171,"Observed","PancreaticCancer","All","Both"
0.342,90226,18,43,0.97948,0.000471996014767124,0.98039,0.97858,"Observed","ProstateCancer","All","Both"
0.342,6623,11,2,0.70932,0.00654015458908948,0.71847,0.70028,"Observed","StomachCancer","All","Both"
0.345,104690,9,40,0.9829,0.000400032693151066,0.98367,0.98213,"Observed","BreastCancer","All","Both"
0.345,60993,36,28,0.89067,0.00132195012273187,0.89298,0.88837,"Observed","ColorectalCancer","All","Both"
0.345,13801,9,5,0.92387,0.00232264207235858,0.92808,0.91967,"Observed","HeadNeckCancer","All","Both"
0.345,3543,2,2,0.66564,0.00955059934772767,0.67821,0.65329,"Observed","LiverCancer","All","Both"
0.345,42421,100,28,0.66326,0.00277487812843698,0.66687,0.65966,"Observed","LungCancer","All","Both"
0.345,7408,26,1,0.5233,0.00790088927931285,0.53146,0.51526,"Observed","PancreaticCancer","All","Both"
0.345,90165,12,53,0.97935,0.000473557281345316,0.98026,0.97844,"Observed","ProstateCancer","All","Both"
0.345,6610,18,0,0.70739,0.00657166042693395,0.71656,0.69833,"Observed","StomachCancer","All","Both"
0.348,104641,13,14,0.98278,0.000401514067035939,0.98355,0.982,"Observed","BreastCancer","All","Both"
0.348,60929,35,10,0.89016,0.00132551331715299,0.89248,0.88785,"Observed","ColorectalCancer","All","Both"
0.348,13787,5,0,0.92353,0.00232829986550613,0.92776,0.91933,"Observed","HeadNeckCancer","All","Both"
0.348,3539,7,2,0.66432,0.00957987260826801,0.67691,0.65196,"Observed","LiverCancer","All","Both"
0.348,42293,100,10,0.66169,0.0027849574002583,0.66531,0.65809,"Observed","LungCancer","All","Both"
0.348,7381,41,0,0.52039,0.0079486374012417,0.52856,0.51235,"Observed","PancreaticCancer","All","Both"
0.348,90100,14,8,0.9792,0.00047537493339453,0.98011,0.97829,"Observed","ProstateCancer","All","Both"
0.348,6592,11,4,0.70621,0.00659092424720457,0.71539,0.69714,"Observed","StomachCancer","All","Both"
0.351,104614,10,11,0.98268,0.000402650429826173,0.98346,0.98191,"Observed","BreastCancer","All","Both"
0.351,60884,41,11,0.88956,0.00132968175783563,0.89188,0.88725,"Observed","ColorectalCancer","All","Both"
0.351,13782,7,3,0.92306,0.00233620462519181,0.9273,0.91885,"Observed","HeadNeckCancer","All","Both"
0.351,3530,6,0,0.66319,0.00960501354290536,0.67579,0.65082,"Observed","LiverCancer","All","Both"
0.351,42183,103,8,0.66007,0.00279535577483383,0.6637,0.65647,"Observed","LungCancer","All","Both"
0.351,7340,24,0,0.51869,0.00797670160977982,0.52686,0.51064,"Observed","PancreaticCancer","All","Both"
0.351,90078,9,4,0.9791,0.000476540266734774,0.98002,0.97819,"Observed","ProstateCancer","All","Both"
0.351,6577,11,2,0.70502,0.00661021958571025,0.71422,0.69595,"Observed","StomachCancer","All","Both"
0.353,104593,11,8,0.98258,0.000403897247865959,0.98336,0.9818,"Observed","BreastCancer","All","Both"
0.353,60832,41,5,0.88896,0.00133384427012733,0.89129,0.88664,"Observed","ColorectalCancer","All","Both"
0.353,13772,9,1,0.92246,0.0023463449065538,0.92671,0.91823,"Observed","HeadNeckCancer","All","Both"
0.353,3524,10,2,0.66131,0.00964695920990707,0.67393,0.64892,"Observed","LiverCancer","All","Both"
0.353,42072,107,8,0.65839,0.00280617501260162,0.66203,0.65478,"Observed","LungCancer","All","Both"
0.353,7316,30,2,0.51656,0.00801190203052627,0.52474,0.50851,"Observed","PancreaticCancer","All","Both"
0.353,90065,17,9,0.97892,0.000478734538792794,0.97983,0.978,"Observed","ProstateCancer","All","Both"
0.353,6564,15,1,0.70341,0.00663656089494589,0.71262,0.69432,"Observed","StomachCancer","All","Both"
0.356,104574,16,48,0.98243,0.000405704702681234,0.98321,0.98165,"Observed","BreastCancer","All","Both"
0.356,60786,31,20,0.88851,0.00133698716333238,0.89084,0.88618,"Observed","ColorectalCancer","All","Both"
0.356,13762,11,6,0.92172,0.00235869906488749,0.92599,0.91747,"Observed","HeadNeckCancer","All","Both"
0.356,3512,9,4,0.65961,0.00968480141681803,0.67225,0.64721,"Observed","LiverCancer","All","Both"
0.356,41957,92,14,0.65695,0.00281549182177203,0.66059,0.65334,"Observed","LungCancer","All","Both"
0.356,7284,27,3,0.51465,0.00804371540170427,0.52282,0.5066,"Observed","PancreaticCancer","All","Both"
0.356,90039,11,32,0.9788,0.000480149740101789,0.97972,0.97788,"Observed","ProstateCancer","All","Both"
0.356,6548,13,4,0.70202,0.0066594099915673,0.71124,0.69291,"Observed","StomachCancer","All","Both"
0.359,104510,12,40,0.98232,0.000407056627022742,0.9831,0.98153,"Observed","BreastCancer","All","Both"
0.359,60735,37,22,0.88797,0.00134073536314666,0.8903,0.88564,"Observed","ColorectalCancer","All","Both"
0.359,13745,8,6,0.92118,0.00236766356969253,0.92547,0.91692,"Observed","HeadNeckCancer","All","Both"
0.359,3499,5,2,0.65867,0.00970589303002272,0.67132,0.64626,"Observed","LiverCancer","All","Both"
0.359,41851,92,21,0.65551,0.00282482497509039,0.65915,0.65189,"Observed","LungCancer","All","Both"
0.359,7254,23,6,0.51301,0.00807092557383371,0.52119,0.50496,"Observed","PancreaticCancer","All","Both"
0.359,89996,6,40,0.97873,0.000480920605610906,0.97965,0.97781,"Observed","ProstateCancer","All","Both"
0.359,6531,14,1,0.70051,0.00668406083710472,0.70975,0.69139,"Observed","StomachCancer","All","Both"
0.362,104458,16,49,0.98216,0.000408854092085669,0.98295,0.98138,"Observed","BreastCancer","All","Both"
0.362,60676,28,25,0.88756,0.00134356996907422,0.8899,0.88522,"Observed","ColorectalCancer","All","Both"
0.362,13731,1,6,0.92112,0.00236878345774426,0.9254,0.91685,"Observed","HeadNeckCancer","All","Both"
0.362,3492,8,1,0.65716,0.00973970856184932,0.66983,0.64474,"Observed","LiverCancer","All","Both"
0.362,41738,108,14,0.65381,0.00283580544456579,0.65745,0.65019,"Observed","LungCancer","All","Both"
0.362,7225,30,9,0.51088,0.00810659864878034,0.51907,0.50283,"Observed","PancreaticCancer","All","Both"
0.362,89950,10,47,0.97862,0.000482204009841105,0.97955,0.9777,"Observed","ProstateCancer","All","Both"
0.362,6516,9,6,0.69954,0.00669992054934202,0.70879,0.69042,"Observed","StomachCancer","All","Both"
0.364,104393,14,48,0.98203,0.000410422334035649,0.98282,0.98124,"Observed","BreastCancer","All","Both"
0.364,60623,33,29,0.88707,0.00134690919597195,0.88942,0.88474,"Observed","ColorectalCancer","All","Both"
0.364,13724,4,7,0.92085,0.00237326326513436,0.92514,0.91658,"Observed","HeadNeckCancer","All","Both"
0.364,3483,8,2,0.65565,0.00977358137029747,0.66833,0.64321,"Observed","LiverCancer","All","Both"
0.364,41616,117,16,0.65197,0.00284772526421278,0.65562,0.64834,"Observed","LungCancer","All","Both"
0.364,7186,25,3,0.50911,0.00813650820854151,0.51729,0.50105,"Observed","PancreaticCancer","All","Both"
0.364,89893,21,52,0.97839,0.000484891825629568,0.97932,0.97746,"Observed","ProstateCancer","All","Both"
0.364,6501,16,7,0.69782,0.00672818334661638,0.70709,0.68868,"Observed","StomachCancer","All","Both"
0.367,104331,13,51,0.98191,0.000411874920155869,0.9827,0.98112,"Observed","BreastCancer","All","Both"
0.367,60561,37,29,0.88653,0.00135065124849561,0.88888,0.88419,"Observed","ColorectalCancer","All","Both"
0.367,13713,11,4,0.92011,0.00238556527831913,0.92442,0.91582,"Observed","HeadNeckCancer","All","Both"
0.367,3473,3,4,0.65509,0.00978630821069517,0.66777,0.64264,"Observed","LiverCancer","All","Both"
0.367,41483,90,31,0.65056,0.00285691318674061,0.65421,0.64693,"Observed","LungCancer","All","Both"
0.367,7158,22,5,0.50754,0.00816293250558654,0.51573,0.49949,"Observed","PancreaticCancer","All","Both"
0.367,89820,9,47,0.9783,0.000486040907001216,0.97923,0.97736,"Observed","ProstateCancer","All","Both"
0.367,6478,14,1,0.69631,0.00675298372194083,0.70559,0.68716,"Observed","StomachCancer","All","Both"
0.37,104267,14,15,0.98178,0.00041343546153287,0.98257,0.98098,"Observed","BreastCancer","All","Both"
0.37,60495,42,2,0.88592,0.00135489604448,0.88827,0.88357,"Observed","ColorectalCancer","All","Both"
0.37,13698,5,1,0.91977,0.00239114593426457,0.9241,0.91547,"Observed","HeadNeckCancer","All","Both"
0.37,3466,4,0,0.65433,0.00980332501735407,0.66702,0.64188,"Observed","LiverCancer","All","Both"
0.37,41362,91,9,0.64913,0.00286622770573207,0.65278,0.64549,"Observed","LungCancer","All","Both"
0.37,7131,27,4,0.50562,0.00819551379908916,0.51381,0.49756,"Observed","PancreaticCancer","All","Both"
0.37,89764,17,7,0.97811,0.000488206901486529,0.97905,0.97717,"Observed","ProstateCancer","All","Both"
0.37,6463,12,0,0.69502,0.00677426073742935,0.70431,0.68585,"Observed","StomachCancer","All","Both"
0.373,104238,9,9,0.98169,0.00041443607171731,0.98249,0.9809,"Observed","BreastCancer","All","Both"
0.373,60451,40,19,0.88533,0.00135893210930893,0.88769,0.88298,"Observed","ColorectalCancer","All","Both"
0.373,13692,9,1,0.91917,0.00240117011389357,0.92351,0.91485,"Observed","HeadNeckCancer","All","Both"
0.373,3462,10,0,0.65244,0.00984591000271024,0.66515,0.63997,"Observed","LiverCancer","All","Both"
0.373,41262,101,9,0.64754,0.00287658295800519,0.6512,0.6439,"Observed","LungCancer","All","Both"
0.373,7100,23,3,0.50398,0.00822339272651398,0.51217,0.49593,"Observed","PancreaticCancer","All","Both"
0.373,89740,9,7,0.97801,0.000489350231981813,0.97895,0.97707,"Observed","ProstateCancer","All","Both"
0.373,6451,23,1,0.69254,0.00681507638144346,0.70186,0.68335,"Observed","StomachCancer","All","Both"
0.375,104220,9,51,0.98161,0.000415434616282276,0.98241,0.98081,"Observed","BreastCancer","All","Both"
0.375,60392,27,25,0.88493,0.00136165441320397,0.8873,0.88258,"Observed","ColorectalCancer","All","Both"
0.375,13682,8,8,0.91863,0.00241005780381984,0.92298,0.9143,"Observed","HeadNeckCancer","All","Both"
0.375,3452,10,5,0.65055,0.0098885574396807,0.66328,0.63806,"Observed","LiverCancer","All","Both"
0.375,41152,83,20,0.64623,0.00288510656006405,0.6499,0.64259,"Observed","LungCancer","All","Both"
0.375,7074,38,0,0.50128,0.0082696831393148,0.50947,0.49322,"Observed","PancreaticCancer","All","Both"
0.375,89724,13,42,0.97787,0.000490997668939916,0.97881,0.97693,"Observed","ProstateCancer","All","Both"
0.375,6427,9,2,0.69157,0.00683106550336901,0.70089,0.68238,"Observed","StomachCancer","All","Both"
0.378,104160,6,56,0.98155,0.000416099727288693,0.98235,0.98075,"Observed","BreastCancer","All","Both"
0.378,60340,41,26,0.88433,0.00136578596474913,0.8867,0.88197,"Observed","ColorectalCancer","All","Both"
0.378,13666,8,9,0.9181,0.00241893355326808,0.92246,0.91375,"Observed","HeadNeckCancer","All","Both"
0.378,3437,4,3,0.64979,0.0099056839071725,0.66253,0.6373,"Observed","LiverCancer","All","Both"
0.378,41049,91,30,0.6448,0.00289447147715649,0.64847,0.64115,"Observed","LungCancer","All","Both"
0.378,7036,32,9,0.499,0.00830885118271897,0.50719,0.49094,"Observed","PancreaticCancer","All","Both"
0.378,89669,12,39,0.97774,0.00049251532937598,0.97868,0.9768,"Observed","ProstateCancer","All","Both"
0.378,6416,24,1,0.68899,0.00687376634242966,0.69833,0.67977,"Observed","StomachCancer","All","Both"
0.381,104098,12,39,0.98144,0.000417428425249909,0.98224,0.98064,"Observed","BreastCancer","All","Both"
0.381,60273,38,26,0.88378,0.00136961237291692,0.88615,0.88141,"Observed","ColorectalCancer","All","Both"
0.381,13649,13,2,0.91722,0.00243332854019732,0.92161,0.91286,"Observed","HeadNeckCancer","All","Both"
0.381,3430,11,1,0.64771,0.009952917480893,0.66047,0.6352,"Observed","LiverCancer","All","Both"
0.381,40928,108,29,0.6431,0.00290561687621831,0.64677,0.63945,"Observed","LungCancer","All","Both"
0.381,6995,25,5,0.49721,0.00833965073130935,0.50541,0.48915,"Observed","PancreaticCancer","All","Both"
0.381,89618,3,34,0.97771,0.000492894407260988,0.97865,0.97676,"Observed","ProstateCancer","All","Both"
0.381,6391,8,4,0.68812,0.00688801656417838,0.69748,0.6789,"Observed","StomachCancer","All","Both"
0.384,104047,14,43,0.98131,0.000418974788989637,0.98211,0.9805,"Observed","BreastCancer","All","Both"
0.384,60209,44,35,0.88313,0.00137403946282429,0.88551,0.88076,"Observed","ColorectalCancer","All","Both"
0.384,13634,8,9,0.91668,0.00244216096780478,0.92108,0.91231,"Observed","HeadNeckCancer","All","Both"
0.384,3418,10,2,0.64581,0.00999595131897432,0.65859,0.63329,"Observed","LiverCancer","All","Both"
0.384,40791,89,25,0.64169,0.00291482675293901,0.64537,0.63804,"Observed","LungCancer","All","Both"
0.384,6965,31,1,0.495,0.00837804622774854,0.50319,0.48694,"Observed","PancreaticCancer","All","Both"
0.384,89581,9,46,0.97761,0.00049403090883724,0.97856,0.97666,"Observed","ProstateCancer","All","Both"
0.384,6379,14,1,0.68661,0.00691300079154561,0.69598,0.67737,"Observed","StomachCancer","All","Both"
0.386,103990,15,46,0.98117,0.000420627121066358,0.98198,0.98036,"Observed","BreastCancer","All","Both"
0.386,60130,28,36,0.88272,0.00137685592438457,0.8851,0.88034,"Observed","ColorectalCancer","All","Both"
0.386,13617,9,4,0.91608,0.00245208483615308,0.92049,0.91168,"Observed","HeadNeckCancer","All","Both"
0.386,3406,3,1,0.64525,0.0100088896887169,0.65803,0.63271,"Observed","LiverCancer","All","Both"
0.386,40677,87,27,0.64032,0.0029238515353461,0.644,0.63666,"Observed","LungCancer","All","Both"
0.386,6933,22,1,0.49343,0.0084054039127618,0.50162,0.48537,"Observed","PancreaticCancer","All","Both"
0.386,89526,19,51,0.9774,0.000496424843760202,0.97835,0.97645,"Observed","ProstateCancer","All","Both"
0.386,6364,14,1,0.6851,0.00693801245605898,0.69448,0.67585,"Observed","StomachCancer","All","Both"
0.389,103929,8,3,0.98109,0.000421506687845888,0.9819,0.98028,"Observed","BreastCancer","All","Both"
0.389,60066,42,11,0.8821,0.0013810798037305,0.88449,0.87972,"Observed","ColorectalCancer","All","Both"
0.389,13604,11,3,0.91534,0.00246418454926297,0.91977,0.91093,"Observed","HeadNeckCancer","All","Both"
0.389,3402,9,0,0.64354,0.0100477642820275,0.65634,0.63099,"Observed","LiverCancer","All","Both"
0.389,40563,80,6,0.63906,0.00293217079170065,0.64274,0.6354,"Observed","LungCancer","All","Both"
0.389,6910,18,1,0.49214,0.00842785725145782,0.50034,0.48408,"Observed","PancreaticCancer","All","Both"
0.389,89456,13,7,0.97726,0.000498058610152906,0.97821,0.97631,"Observed","ProstateCancer","All","Both"
0.389,6349,12,3,0.68381,0.0069594737528302,0.6932,0.67454,"Observed","StomachCancer","All","Both"
0.392,103918,8,8,0.98101,0.000422384608678274,0.98183,0.9802,"Observed","BreastCancer","All","Both"
0.392,60013,39,16,0.88153,0.0013849971503054,0.88392,0.87914,"Observed","ColorectalCancer","All","Both"
0.392,13590,8,3,0.9148,0.0024729632587023,0.91924,0.91037,"Observed","HeadNeckCancer","All","Both"
0.392,3393,8,1,0.64202,0.0100823662550483,0.65483,0.62946,"Observed","LiverCancer","All","Both"
0.392,40477,97,5,0.63753,0.00294227332582503,0.64122,0.63386,"Observed","LungCancer","All","Both"
0.392,6891,26,0,0.49029,0.00846040085935159,0.49848,0.48222,"Observed","PancreaticCancer","All","Both"
0.392,89436,13,11,0.97712,0.000499687762100632,0.97807,0.97616,"Observed","ProstateCancer","All","Both"
0.392,6334,12,2,0.68251,0.00698097046702864,0.69192,0.67324,"Observed","StomachCancer","All","Both"
0.395,103902,17,36,0.98085,0.000424244890632994,0.98167,0.98004,"Observed","BreastCancer","All","Both"
0.395,59958,39,19,0.88096,0.00138891061028483,0.88336,0.87856,"Observed","ColorectalCancer","All","Both"
0.395,13579,3,6,0.91459,0.00247625136122196,0.91904,0.91017,"Observed","HeadNeckCancer","All","Both"
0.395,3384,7,1,0.64069,0.0101126975808987,0.65352,0.62812,"Observed","LiverCancer","All","Both"
0.395,40375,91,22,0.63609,0.00295176588359962,0.63978,0.63242,"Observed","LungCancer","All","Both"
0.395,6865,18,6,0.489,0.008483002033295,0.4972,0.48094,"Observed","PancreaticCancer","All","Both"
0.395,89412,14,26,0.97696,0.000501437270784014,0.97792,0.976,"Observed","ProstateCancer","All","Both"
0.395,6320,11,3,0.68133,0.00700070177895002,0.69074,0.67204,"Observed","StomachCancer","All","Both"
0.397,103849,12,44,0.98074,0.00042555440548341,0.98156,0.97992,"Observed","BreastCancer","All","Both"
0.397,59900,40,20,0.88037,0.00139292080674086,0.88277,0.87797,"Observed","ColorectalCancer","All","Both"
0.397,13570,3,10,0.91439,0.0024795394581792,0.91885,0.90996,"Observed","HeadNeckCancer","All","Both"
0.397,3376,1,2,0.6405,0.0101170360211538,0.65333,0.62793,"Observed","LiverCancer","All","Both"
0.397,40262,110,25,0.63435,0.00296326945822414,0.63805,0.63068,"Observed","LungCancer","All","Both"
0.397,6841,20,5,0.48757,0.00850822740366106,0.49577,0.47951,"Observed","PancreaticCancer","All","Both"
0.397,89372,10,39,0.97685,0.000502684250438567,0.97782,0.97589,"Observed","ProstateCancer","All","Both"
0.397,6306,8,5,0.68046,0.00701507374660053,0.68988,0.67117,"Observed","StomachCancer","All","Both"
0.4,103793,21,50,0.98054,0.000427839066264722,0.98137,0.97972,"Observed","BreastCancer","All","Both"
0.4,59840,40,26,0.87978,0.00139692750494912,0.88219,0.87737,"Observed","ColorectalCancer","All","Both"
0.4,13557,11,6,0.91365,0.00249158879237995,0.91812,0.9092,"Observed","HeadNeckCancer","All","Both"
0.4,3373,6,2,0.63936,0.0101431125132304,0.6522,0.62678,"Observed","LiverCancer","All","Both"
0.4,40127,93,16,0.63288,0.00297302164660738,0.63658,0.62921,"Observed","LungCancer","All","Both"
0.4,6816,19,7,0.48621,0.00853229450890876,0.49441,0.47815,"Observed","PancreaticCancer","All","Both"
0.4,89323,15,37,0.97669,0.000504551088470382,0.97766,0.97573,"Observed","ProstateCancer","All","Both"
0.4,6293,10,1,0.67938,0.00703307720929759,0.68881,0.67008,"Observed","StomachCancer","All","Both"
0.403,103722,6,36,0.98049,0.000428490385235772,0.98131,0.97966,"Observed","BreastCancer","All","Both"
0.403,59774,46,23,0.8791,0.00140153164544858,0.88152,0.87669,"Observed","ColorectalCancer","All","Both"
0.403,13540,8,1,0.91311,0.00250033543433594,0.9176,0.90865,"Observed","HeadNeckCancer","All","Both"
0.403,3365,6,4,0.63822,0.0101692459078665,0.65107,0.62563,"Observed","LiverCancer","All","Both"
0.403,40018,92,27,0.63143,0.00298268978810354,0.63513,0.62775,"Observed","LungCancer","All","Both"
0.403,6790,22,2,0.48464,0.00856030266376312,0.49284,0.47657,"Observed","PancreaticCancer","All","Both"
0.403,89271,18,50,0.97649,0.00050678488610527,0.97746,0.97552,"Observed","ProstateCancer","All","Both"
0.403,6282,11,1,0.67819,0.00705290028147443,0.68763,0.66888,"Observed","StomachCancer","All","Both"
0.405,103680,9,40,0.9804,0.000429466329140042,0.98123,0.97958,"Observed","BreastCancer","All","Both"
0.405,59705,52,31,0.87834,0.00140673067968975,0.88076,0.87592,"Observed","ColorectalCancer","All","Both"
0.405,13531,9,5,0.9125,0.00251015272486788,0.917,0.90803,"Observed","HeadNeckCancer","All","Both"
0.405,3355,9,3,0.63651,0.010208588775674,0.64938,0.6239,"Observed","LiverCancer","All","Both"
0.405,39899,75,21,0.63024,0.00299059186733391,0.63395,0.62656,"Observed","LungCancer","All","Both"
0.405,6766,22,0,0.48306,0.00858841787835639,0.49126,0.475,"Observed","PancreaticCancer","All","Both"
0.405,89203,14,42,0.97634,0.000508518057989113,0.97731,0.97537,"Observed","ProstateCancer","All","Both"
0.405,6270,16,2,0.67646,0.00708176776664289,0.68591,0.66713,"Observed","StomachCancer","All","Both"
0.408,103631,12,7,0.98029,0.00043076541153518,0.98112,0.97946,"Observed","BreastCancer","All","Both"
0.408,59622,38,6,0.87778,0.00141052750618924,0.88021,0.87535,"Observed","ColorectalCancer","All","Both"
0.408,13517,9,1,0.9119,0.00251995200372152,0.91641,0.9074,"Observed","HeadNeckCancer","All","Both"
0.408,3343,5,3,0.63556,0.0102305110460969,0.64843,0.62294,"Observed","LiverCancer","All","Both"
0.408,39803,86,10,0.62888,0.00299967342095483,0.63259,0.62519,"Observed","LungCancer","All","Both"
0.408,6744,33,1,0.4807,0.00863076234508396,0.4889,0.47263,"Observed","PancreaticCancer","All","Both"
0.408,89147,14,6,0.97619,0.000510247510019321,0.97716,0.97521,"Observed","ProstateCancer","All","Both"
0.408,6252,14,0,0.67494,0.00710706755846207,0.68441,0.66561,"Observed","StomachCancer","All","Both"
0.411,103612,10,7,0.98019,0.000431845369674425,0.98102,0.97936,"Observed","BreastCancer","All","Both"
0.411,59578,34,14,0.87727,0.00141392079918383,0.87971,0.87485,"Observed","ColorectalCancer","All","Both"
0.411,13507,4,0,0.91163,0.00252429984880642,0.91615,0.90713,"Observed","HeadNeckCancer","All","Both"
0.411,39707,88,7,0.62749,0.00300898309998396,0.6312,0.6238,"Observed","LungCancer","All","Both"
0.411,6710,29,1,0.47862,0.00866815747275515,0.48682,0.47056,"Observed","PancreaticCancer","All","Both"
0.411,89127,9,8,0.97609,0.000511356646878436,0.97707,0.97511,"Observed","ProstateCancer","All","Both"
0.411,6238,14,2,0.67343,0.00713239081827604,0.68291,0.66408,"Observed","StomachCancer","All","Both"
0.414,103595,13,46,0.98007,0.00043324578995436,0.9809,0.97924,"Observed","BreastCancer","All","Both"
0.414,59530,46,15,0.8766,0.00141850710404764,0.87904,0.87416,"Observed","ColorectalCancer","All","Both"
0.414,13503,9,4,0.91102,0.00253406460533055,0.91555,0.9065,"Observed","HeadNeckCancer","All","Both"
0.414,3335,6,2,0.63442,0.0102568898288785,0.6473,0.62179,"Observed","LiverCancer","All","Both"
0.414,39612,78,23,0.62625,0.0030172482601361,0.62996,0.62256,"Observed","LungCancer","All","Both"
0.414,6680,14,3,0.47762,0.00868627403840311,0.48582,0.46955,"Observed","PancreaticCancer","All","Both"
0.414,89110,11,42,0.97597,0.000512709545899676,0.97695,0.97499,"Observed","ProstateCancer","All","Both"
0.414,6222,11,0,0.67224,0.00715231726119788,0.68173,0.66288,"Observed","StomachCancer","All","Both"
0.416,103536,6,36,0.98001,0.000433891304286343,0.98085,0.97918,"Observed","BreastCancer","All","Both"
0.416,59469,27,21,0.8762,0.00142119682145276,0.87864,0.87376,"Observed","ColorectalCancer","All","Both"
0.416,13490,8,7,0.91048,0.00254272891994189,0.91503,0.90595,"Observed","HeadNeckCancer","All","Both"
0.416,3327,6,2,0.63327,0.0102833275816959,0.64617,0.62064,"Observed","LiverCancer","All","Both"
0.416,39511,83,23,0.62493,0.00302606443623879,0.62865,0.62124,"Observed","LungCancer","All","Both"
0.416,6663,25,4,0.47582,0.00871874972388928,0.48403,0.46776,"Observed","PancreaticCancer","All","Both"
0.416,89057,12,34,0.97584,0.000514183142411835,0.97682,0.97485,"Observed","ProstateCancer","All","Both"
0.416,6211,5,3,0.6717,0.00716137969579978,0.68119,0.66234,"Observed","StomachCancer","All","Both"
0.419,103494,8,63,0.97994,0.000434751212566984,0.98077,0.9791,"Observed","BreastCancer","All","Both"
0.419,59421,34,20,0.8757,0.00142458250492718,0.87815,0.87326,"Observed","ColorectalCancer","All","Both"
0.419,13475,7,11,0.91001,0.00255030230118936,0.91457,0.90547,"Observed","HeadNeckCancer","All","Both"
0.419,3319,11,3,0.63117,0.0103319270176812,0.64409,0.61852,"Observed","LiverCancer","All","Both"
0.419,39405,102,21,0.62332,0.00303692709600094,0.62704,0.61962,"Observed","LungCancer","All","Both"
0.419,6634,18,6,0.47453,0.00874223700572323,0.48273,0.46647,"Observed","PancreaticCancer","All","Both"
0.419,89011,9,55,0.97574,0.000515286675716604,0.97672,0.97475,"Observed","ProstateCancer","All","Both"
0.419,6203,17,7,0.66986,0.00719224536000648,0.67937,0.66048,"Observed","StomachCancer","All","Both"
0.422,103423,11,47,0.97983,0.000435932469067379,0.98067,0.979,"Observed","BreastCancer","All","Both"
0.422,59367,35,23,0.87518,0.001428065763596,0.87763,0.87274,"Observed","ColorectalCancer","All","Both"
0.422,13457,5,13,0.90967,0.00255571174841038,0.91424,0.90512,"Observed","HeadNeckCancer","All","Both"
0.422,3305,4,0,0.63041,0.010349654997416,0.64333,0.61775,"Observed","LiverCancer","All","Both"
0.422,39282,101,17,0.62171,0.00304771202873415,0.62544,0.61801,"Observed","LungCancer","All","Both"
